order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit
728,0,Same Day,Consumer,California,Paper,0.836,2,0.0,338.9055
956,3,Standard Class,Home Office,South Carolina,Art,688.5781,2,0.0,23.4445
328,4,First Class,Consumer,Illinois,Binders,101.9541,2,0.2,-16.122
765,4,Standard Class,Corporate,Tennessee,Binders,91.4927,6,0.0,23.2126
369,3,Standard Class,Home Office,Ohio,Accessories,68.776,2,0.0,117.4984
734,6,Standard Class,Consumer,California,Furnishings,106.4264,6,0.0,197.9122
978,3,Second Class,Corporate,California,Furnishings,61.3269,2,0.0,17.8752
1074,3,Standard Class,Consumer,New York,Chairs,100.5984,2,0.0,153.0547
754,1,Standard Class,Home Office,Texas,Phones,73.6305,2,0.01,224.3386
304,5,Standard Class,Consumer,Pennsylvania,Furnishings,79.2886,2,0.0,8.8198
175,1,First Class,Corporate,Massachusetts,Storage,0.836,2,0.0,-9.3737
1077,4,Same Day,Corporate,California,Paper,1250.602,4,0.0,20.2862
705,3,Standard Class,Home Office,New York,Storage,49.8424,2,0.01,562.7156
395,4,Standard Class,Corporate,Florida,Binders,85.6341,2,0.0,18.2656
1063,1,Standard Class,Consumer,Texas,Paper,94.8197,3,0.8,429.2944
896,2,Standard Class,Home Office,California,Fasteners,506.0345,6,0.0,21.8182
537,4,Second Class,Consumer,California,Storage,613.355,5,0.0,107.8554
1093,3,Second Class,Consumer,Massachusetts,Furnishings,76.8102,5,0.01,293.3701
1093,5,Standard Class,Corporate,Georgia,Supplies,225.9933,5,0.0,52.5246
304,4,Standard Class,Consumer,Nebraska,Furnishings,78.3574,5,0.0,28.4214
786,2,Standard Class,Consumer,New York,Labels,0.836,2,0.2,6.7769
346,6,Second Class,Consumer,Arkansas,Appliances,32.1661,2,0.0,91.5095
1093,3,Second Class,Consumer,Ohio,Furnishings,89.9583,5,0.0,14.7815
1093,1,First Class,Consumer,New York,Fasteners,87.4354,5,0.21,39.6411
782,4,Standard Class,Consumer,Virginia,Paper,78.5655,6,0.2,15.8596
1093,3,Second Class,Consumer,Kansas,Furnishings,54.4663,9,0.67,17.8982
814,2,Second Class,Consumer,Idaho,Accessories,42.4123,7,0.01,150.7437
146,0,Second Class,Consumer,Virginia,Accessories,20.1736,8,0.0,66.7668
641,5,First Class,Consumer,California,Envelopes,80.7673,2,0.19,398.953
1093,4,Same Day,Corporate,Colorado,Binders,106.7349,2,0.0,76.6902
295,5,Standard Class,Consumer,Missouri,Furnishings,67.8021,5,0.0,8.0479
1079,1,Second Class,Consumer,Illinois,Paper,313.0632,3,0.64,140.4591
1089,5,Same Day,Consumer,Florida,Art,710.4681,5,0.19,410.8895
319,6,Standard Class,Consumer,Oklahoma,Phones,28.3648,5,0.19,-0.7391
1093,5,Standard Class,Corporate,Pennsylvania,Art,53.8895,4,0.01,32.5
992,2,Same Day,Home Office,New York,Storage,51.4577,2,0.0,-8.6039
303,3,Standard Class,Corporate,Michigan,Binders,57.0109,2,0.01,49.1088
1093,4,Standard Class,Consumer,Wisconsin,Chairs,18.2383,3,0.0,32.0945
724,4,Second Class,Consumer,New York,Chairs,67.129,7,0.21,179.7798
898,3,Standard Class,Consumer,Ohio,Chairs,91.2274,5,0.0,60.0937
1050,6,First Class,Consumer,Ohio,Paper,48.8293,2,0.0,47.2219
503,3,Standard Class,Home Office,Louisiana,Envelopes,1520.952,6,0.0,16.4128
163,7,Same Day,Corporate,New York,Paper,71.0951,5,0.01,27.8208
338,6,First Class,Consumer,Rhode Island,Furnishings,510.8196,7,0.01,518.5318
756,1,Standard Class,Corporate,Virginia,Furnishings,49.8429,4,0.2,40.1429
138,3,Second Class,Corporate,Colorado,Bookcases,92.7896,2,0.0,7.7936
1078,1,Standard Class,Corporate,Illinois,Phones,47.8736,2,0.0,3.1024
831,3,First Class,Corporate,Pennsylvania,Storage,228.5803,3,0.0,124.2122
256,5,Standard Class,Consumer,Texas,Storage,235.8819,2,0.19,1204.6957
808,0,First Class,Corporate,California,Storage,76.087,2,0.55,59.4953
791,6,Standard Class,Consumer,Arkansas,Fasteners,78.378,2,0.01,35.9193
350,5,Standard Class,Consumer,Oregon,Chairs,99.1254,3,0.27,214.9748
803,3,First Class,Consumer,Oregon,Tables,64.0432,7,0.01,25.5058
1014,4,Standard Class,Corporate,New York,Binders,97.3124,1,0.01,83.0094
844,4,Same Day,Consumer,Ohio,Art,56.649,2,0.0,141.2992
811,4,Same Day,Consumer,California,Labels,57.0778,6,0.0,-27.5651
701,2,First Class,Consumer,Alabama,Bookcases,212.9669,3,0.0,64.2475
679,1,Second Class,Corporate,New York,Accessories,1203.9162,3,0.01,23.3354
447,6,Second Class,Corporate,California,Appliances,82.4658,8,0.2,113.946
1056,6,Standard Class,Consumer,Montana,Chairs,587.555,2,0.8,123.9912
955,6,Second Class,Consumer,California,Appliances,70.8943,6,0.0,31.9703
251,1,First Class,Consumer,Texas,Envelopes,309.5312,5,0.0,22.0217
551,4,First Class,Corporate,Illinois,Binders,57.7424,5,0.01,-78.6512
1049,3,Second Class,Consumer,Texas,Art,62.6191,2,0.0,102.762
1067,6,Second Class,Corporate,Pennsylvania,Storage,584.6959,2,0.0,28.6124
478,6,Standard Class,Consumer,Nebraska,Art,311.9242,3,0.0,123.7443
1089,0,Standard Class,Consumer,North Carolina,Binders,597.0389,5,0.0,124.7684
1093,3,Second Class,Corporate,Washington,Accessories,87.9682,2,0.0,22.5223
670,3,Standard Class,Consumer,Washington,Furnishings,73.4598,6,0.0,-1.0873
944,7,Standard Class,Home Office,Texas,Art,79.2284,2,0.0,455.6853
584,1,Standard Class,Consumer,California,Paper,58.2553,5,0.0,18.5101
1093,3,Standard Class,Corporate,Wisconsin,Storage,349.2222,4,0.0,52.0453
332,0,Second Class,Consumer,Washington,Furnishings,71.5418,5,0.0,313.7556
524,1,Standard Class,Consumer,Florida,Art,106.2737,3,0.0,259.1716
1093,5,First Class,Corporate,Ohio,Fasteners,1644.6298,5,0.01,17.793
120,4,Standard Class,Consumer,California,Chairs,67.4704,2,0.66,35.4302
1019,4,Second Class,Consumer,New York,Phones,282.4539,6,0.2,182.2256
1012,3,Standard Class,Corporate,Nebraska,Appliances,215.6242,5,0.51,32.238
285,2,First Class,Consumer,California,Binders,15.1942,2,0.0,129.7704
277,5,Standard Class,Consumer,Arizona,Chairs,81.4961,3,0.2,-7.5468
1092,2,First Class,Corporate,Florida,Paper,272.6378,5,0.0,343.708
674,3,Standard Class,Consumer,California,Chairs,89.3993,6,0.0,284.1894
689,3,First Class,Corporate,North Carolina,Binders,65.4852,3,0.0,-49.4532
21,5,Second Class,Corporate,Massachusetts,Phones,50.6863,3,0.67,8.8147
1093,3,First Class,Corporate,Ohio,Supplies,2.4092,5,0.0,202.096
806,5,Standard Class,Consumer,Massachusetts,Labels,82.6826,2,0.32,121.033
314,3,Standard Class,Home Office,North Carolina,Supplies,27.7265,6,0.0,8.8134
590,6,Standard Class,Consumer,Pennsylvania,Paper,230.7802,5,0.0,120.7073
613,2,First Class,Consumer,Washington,Phones,61.4857,7,0.27,337.7204
231,1,Same Day,Consumer,Illinois,Envelopes,83.5371,10,0.0,29.47
339,2,Standard Class,Consumer,Illinois,Tables,244.7816,4,0.2,247.0244
929,1,Second Class,Corporate,Mississippi,Envelopes,0.836,5,0.01,292.9279
1093,3,Second Class,Home Office,California,Accessories,48.1138,3,0.0,28.3267
839,6,Second Class,Corporate,Texas,Supplies,72.2382,2,0.19,-47.5984
791,7,Standard Class,Consumer,California,Bookcases,795.9334,4,0.67,1004.382
402,3,Standard Class,Home Office,California,Appliances,25.0867,5,0.0,150.6363
223,3,Second Class,Consumer,Florida,Chairs,253.6048,2,0.2,4.9391
181,4,First Class,Corporate,New York,Binders,239.6864,3,0.2,31.5504
645,2,Standard Class,Consumer,Ohio,Tables,80.5446,5,0.01,27.4263
650,0,Standard Class,Home Office,California,Paper,542.6593,2,0.01,34.0551
709,2,First Class,Home Office,New York,Storage,261.9398,5,0.0,55.9281
417,5,First Class,Home Office,California,Fasteners,90.4304,2,0.0,588.0871
761,0,Same Day,Corporate,Virginia,Binders,260.6986,2,0.0,-262.0942
342,3,Same Day,Corporate,New Jersey,Phones,1311.3987,2,0.72,9.6446
1010,4,Standard Class,Corporate,Georgia,Supplies,23.0643,5,0.0,17.0101
1079,3,Same Day,Corporate,California,Binders,6.6021,7,0.02,23.7886
274,5,First Class,Consumer,Florida,Appliances,27.1888,7,0.0,8.353
122,3,Standard Class,Corporate,Wisconsin,Binders,31.9272,1,0.28,535.0711
1093,1,Second Class,Consumer,Pennsylvania,Tables,106.6514,5,0.0,199.9757
839,1,First Class,Consumer,Ohio,Furnishings,72.9336,2,0.0,27.5554
1093,2,Standard Class,Home Office,Texas,Chairs,62.2253,6,0.0,21.4554
481,3,Second Class,Consumer,New York,Furnishings,81.6929,5,0.0,424.3446
1093,2,Second Class,Corporate,Florida,Bookcases,318.0471,2,0.0,125.0234
338,5,First Class,Consumer,California,Tables,278.8112,3,0.0,17.5864
299,0,Second Class,Consumer,California,Furnishings,55.7029,2,0.0,3.1825
404,3,Second Class,Home Office,Florida,Fasteners,88.4031,7,0.0,148.7745
711,5,Second Class,Corporate,Alabama,Copiers,39.991,5,0.0,10.3587
950,6,Standard Class,Corporate,Virginia,Storage,41.8738,6,0.2,48.2997
219,2,Standard Class,Home Office,Arizona,Art,77.153,7,0.01,37.2724
455,5,Second Class,Consumer,Florida,Furnishings,75.2033,11,0.0,84.1488
143,2,Standard Class,Consumer,Florida,Chairs,74.8757,6,0.0,2529.422
1087,3,Standard Class,Corporate,Missouri,Art,40.0577,5,0.0,23.2891
845,4,Standard Class,Home Office,Wisconsin,Supplies,20.9277,1,0.0,-109.167
752,6,Same Day,Home Office,Pennsylvania,Paper,174.4712,2,0.0,104.2705
350,3,Second Class,Consumer,Pennsylvania,Furnishings,379.0921,6,0.2,242.6489
436,3,Standard Class,Consumer,Nebraska,Chairs,42.8748,3,0.55,122.9294
838,7,Standard Class,Consumer,California,Accessories,56.3085,2,0.19,13.7781
748,3,Standard Class,Home Office,New York,Binders,68.5196,2,0.0,-6.5443
493,5,Standard Class,Consumer,Maine,Furnishings,22.2404,4,0.01,410.4139
874,3,Same Day,Home Office,California,Envelopes,186.8725,7,0.01,31.6953
802,4,Standard Class,Consumer,Florida,Furnishings,99.2527,2,0.0,159.7133
590,6,Second Class,Consumer,Texas,Paper,88.5823,3,0.0,968.0225
404,6,Standard Class,Corporate,Montana,Bookcases,73.9946,2,0.19,3.5018
170,6,Second Class,Corporate,Arkansas,Art,44.8917,5,0.0,-9.1556
1093,0,First Class,Consumer,New York,Chairs,89.6723,5,0.0,33.3319
162,5,Second Class,Home Office,Illinois,Accessories,91.5058,6,0.0,264.5001
834,0,Second Class,Home Office,Texas,Accessories,58.075,2,0.58,114.9199
492,7,Standard Class,Consumer,Arizona,Phones,140.5974,2,0.0,97.2023
424,3,Same Day,Consumer,New York,Furnishings,68.4558,6,0.8,3121.4817
156,3,First Class,Consumer,Rhode Island,Storage,202.9238,8,0.0,6.8569
81,2,Standard Class,Consumer,Texas,Appliances,90.4673,5,0.2,265.8564
846,6,Standard Class,Home Office,Arizona,Labels,40.4982,5,0.0,106.8862
312,6,Standard Class,Consumer,Rhode Island,Storage,0.836,4,0.0,-109.6859
587,6,Second Class,Home Office,Kentucky,Copiers,229.5319,5,0.0,390.5407
1093,5,Second Class,Consumer,California,Fasteners,47.3103,3,0.0,132.3504
360,4,Same Day,Corporate,Ohio,Phones,99.4372,2,0.0,18.8506
594,6,First Class,Corporate,New York,Bookcases,81.393,2,0.01,18.4087
1093,6,Standard Class,Consumer,New York,Binders,82.9397,2,0.2,-26.3575
674,4,First Class,Consumer,New Jersey,Tables,815.0628,8,0.0,267.699
325,5,Standard Class,Consumer,Ohio,Phones,88.6301,1,0.0,35.7354
388,2,Standard Class,Consumer,Kentucky,Paper,258.4809,3,0.0,345.6376
1093,3,Standard Class,Corporate,California,Paper,58.3809,5,0.2,315.981
96,2,Standard Class,Corporate,Michigan,Fasteners,84.4847,2,0.2,6.9928
297,3,Second Class,Home Office,Arizona,Accessories,78.3974,5,0.0,117.815
387,2,Standard Class,Corporate,Washington,Art,33.0244,2,0.01,34.69
907,3,Standard Class,Home Office,Pennsylvania,Paper,69.2775,1,0.01,-10.1098
149,4,Second Class,Corporate,Pennsylvania,Binders,54.4412,3,0.19,117.1753
280,4,Standard Class,Consumer,Ohio,Supplies,31.2081,6,0.19,135.6251
1061,6,Standard Class,Home Office,Michigan,Binders,137.6709,4,0.0,91.9944
1007,1,Standard Class,Consumer,Oklahoma,Phones,0.836,6,0.2,74.5605
1066,3,Same Day,Consumer,California,Storage,28.7404,1,0.0,15.1037
811,5,Standard Class,Corporate,Maryland,Tables,543.2481,2,0.19,1041.8186
964,6,First Class,Consumer,Maryland,Fasteners,26.8366,7,0.0,6.5441
654,4,Second Class,Corporate,Florida,Binders,2296.0366,2,0.0,240.0972
1046,2,Second Class,Consumer,Washington,Accessories,29.308,3,0.0,29.8004
984,0,Same Day,Corporate,Wisconsin,Storage,6.1642,2,0.0,70.2428
152,3,Standard Class,Home Office,California,Storage,23.8101,2,0.0,124.8522
214,7,Standard Class,Home Office,Illinois,Fasteners,31.1856,6,0.0,28.1269
1093,4,Second Class,Consumer,California,Paper,94.3664,5,0.0,49.7474
228,4,Second Class,Corporate,Maryland,Binders,82.3559,5,0.0,23.6764
1093,6,Standard Class,Consumer,Utah,Chairs,98.4261,2,0.0,150.9102
949,1,First Class,Consumer,Montana,Labels,410.2859,2,0.2,42.9005
486,4,Standard Class,Corporate,Pennsylvania,Furnishings,100.374,2,0.0,33.0442
569,5,Standard Class,Consumer,Virginia,Tables,1086.4722,2,0.0,417.16
320,6,First Class,Corporate,Pennsylvania,Envelopes,72.74,5,0.42,354.164
1060,3,Second Class,Consumer,California,Phones,153.3552,4,0.21,246.8687
161,6,Second Class,Home Office,New York,Paper,263.9805,4,0.01,141.5903
529,4,Second Class,Consumer,Washington,Binders,277.2665,5,0.01,281.1821
280,0,Standard Class,Home Office,New York,Storage,515.6113,3,0.8,94.6937
655,0,Same Day,Corporate,North Carolina,Storage,57.6468,2,0.0,-1.033
412,0,Second Class,Corporate,California,Binders,11.8576,3,0.0,436.4473
168,3,Same Day,Corporate,Alabama,Phones,80.1147,3,0.0,238.1372
979,6,Standard Class,Home Office,California,Art,0.836,8,0.0,3.9701
226,5,Standard Class,Consumer,Pennsylvania,Supplies,43.1515,5,0.75,28.9697
758,4,Standard Class,Home Office,California,Binders,49.2502,7,0.0,303.0198
1054,6,First Class,Consumer,New York,Labels,46.6476,2,0.0,19.1277
374,6,Same Day,Consumer,Washington,Bookcases,72.3056,6,0.0,-42.8098
383,5,Same Day,Consumer,California,Accessories,65.8661,2,0.45,-113.804
1093,3,Standard Class,Consumer,Ohio,Phones,79.7034,2,0.0,-87.963
481,2,Standard Class,Home Office,Colorado,Storage,51.3078,2,0.0,414.5583
775,7,Standard Class,Home Office,Washington,Binders,1090.8511,3,0.01,76.044
1001,2,Standard Class,Consumer,Florida,Art,1045.5303,2,0.0,-12.8519
854,5,Second Class,Home Office,Connecticut,Bookcases,88.0849,3,0.0,152.7174
875,5,Second Class,Corporate,Nevada,Appliances,59.5388,6,0.0,243.6712
445,6,Standard Class,Home Office,Pennsylvania,Chairs,181.5992,2,0.01,312.2202
969,4,Standard Class,Corporate,Florida,Paper,31.414,5,0.01,4.4153
487,5,First Class,Home Office,Alabama,Fasteners,86.3121,8,0.0,43.3001
511,2,Standard Class,Consumer,Florida,Phones,79.5711,6,0.0,23.262
1091,5,Standard Class,Corporate,North Carolina,Supplies,41.4506,6,0.19,14.823
740,4,Standard Class,Home Office,South Carolina,Chairs,70.3581,5,0.0,-107.7302
1049,5,Standard Class,Corporate,Maryland,Binders,673.4861,2,0.2,55.3435
171,3,Standard Class,Consumer,Oklahoma,Furnishings,70.976,9,0.0,-30.4139
975,5,First Class,Consumer,California,Binders,64.9094,3,0.0,103.9828
524,6,Standard Class,Home Office,California,Accessories,56.3467,5,0.0,116.6943
431,3,Standard Class,Corporate,California,Binders,216.6767,2,0.0,24.1979
262,2,Second Class,Corporate,Alabama,Binders,456.0433,5,0.0,25.0464
798,5,Second Class,Home Office,California,Accessories,39.6046,6,0.0,86.3491
1093,2,Second Class,Home Office,New York,Labels,82.4223,2,0.0,38.1625
1064,6,Standard Class,Corporate,California,Binders,52.6619,2,0.0,9.9552
313,2,Standard Class,Consumer,California,Tables,13.6712,6,0.01,-1440.269
975,0,Second Class,Home Office,Texas,Binders,286.2979,5,0.01,290.3581
200,5,Second Class,Consumer,New York,Envelopes,17.378,2,0.0,354.1542
762,2,Standard Class,Corporate,New York,Machines,54.0794,5,0.0,29.5977
1093,5,Standard Class,Corporate,New York,Storage,220.4728,4,0.0,90.4295
364,1,Standard Class,Consumer,New York,Paper,319.2411,2,0.0,11.9277
609,6,Second Class,Corporate,Georgia,Phones,304.5706,4,0.01,83.3445
85,0,Standard Class,Consumer,Indiana,Paper,56.0174,7,0.0,303.9371
451,3,Standard Class,Consumer,North Carolina,Paper,84.6686,2,0.01,125.1619
707,3,Standard Class,Consumer,Florida,Paper,35.4211,1,0.64,82.9221
747,3,Standard Class,Home Office,Utah,Accessories,547.744,8,0.2,112.2815
853,6,First Class,Consumer,Texas,Paper,96.8539,3,0.19,206.1528
154,7,Same Day,Consumer,California,Binders,11.0362,2,0.0,8.3274
246,2,Standard Class,Consumer,New York,Binders,0.836,2,0.01,2.558
742,3,Standard Class,Corporate,Texas,Envelopes,2003.0973,4,0.2,119.477
601,3,Standard Class,Consumer,New Hampshire,Appliances,1852.5294,6,0.01,118.3956
769,2,First Class,Consumer,New Jersey,Chairs,86.3638,3,0.0,26.2568
807,0,Standard Class,Consumer,Texas,Furnishings,0.836,2,0.13,52.0774
470,5,Standard Class,Consumer,New York,Binders,229.5189,2,0.0,5.2626
1065,3,Standard Class,Corporate,North Carolina,Furnishings,71.2335,5,0.0,36.9675
899,6,Standard Class,Consumer,California,Furnishings,478.0345,5,0.21,30.3482
417,3,Second Class,Home Office,California,Envelopes,37.6918,4,0.01,136.5496
1054,4,Same Day,Consumer,Colorado,Paper,502.4789,3,0.0,46.9081
1093,1,Standard Class,Corporate,New Jersey,Copiers,83.2408,5,0.0,55.4862
379,1,First Class,Corporate,California,Art,60.2713,2,0.01,-21.5375
911,4,First Class,Corporate,Texas,Supplies,65.664,3,0.0,86.6516
1093,2,First Class,Consumer,Indiana,Binders,51.0033,2,0.0,2.1035
483,7,Standard Class,Consumer,North Carolina,Phones,66.2918,1,0.01,16.1497
123,4,Second Class,Corporate,Florida,Storage,67.9088,5,0.0,-185.1161
287,3,Standard Class,Consumer,California,Accessories,96.266,2,0.0,58.1789
380,2,First Class,Corporate,Ohio,Phones,522.9207,1,0.0,46.103
478,3,First Class,Consumer,Kentucky,Furnishings,411.6693,2,0.0,174.3179
0,5,Same Day,Consumer,Kansas,Paper,376.5886,9,0.0,33.6325
294,2,Same Day,Home Office,New York,Binders,48.1967,2,0.0,46.5059
642,7,Standard Class,Home Office,Missouri,Fasteners,74.2817,2,0.0,32.3816
451,5,Second Class,Consumer,Ohio,Art,61.2082,4,0.77,163.5338
1093,0,Same Day,Corporate,California,Supplies,29.9933,2,0.0,-1.1467
763,0,Standard Class,Home Office,New York,Binders,33.8163,3,0.28,27.0195
790,6,Second Class,Corporate,Washington,Bookcases,49.8967,2,0.0,4.5824
886,1,Standard Class,Home Office,California,Supplies,747.5823,2,0.0,0.0292
187,5,Standard Class,Consumer,California,Furnishings,94.1601,3,0.19,191.4102
322,2,Second Class,Corporate,California,Binders,80.0597,5,0.0,23.3439
15,3,Standard Class,Corporate,Indiana,Art,95.9096,2,0.19,50.9823
942,6,Standard Class,Home Office,Delaware,Envelopes,1772.6217,2,0.19,193.7084
536,2,Second Class,Consumer,California,Paper,11.8879,5,0.01,-38.5329
64,5,Same Day,Corporate,California,Binders,61.953,2,0.0,-2.6579
874,3,First Class,Consumer,New York,Chairs,192.1999,7,0.01,2.8718
962,3,Standard Class,Consumer,Ohio,Appliances,52.7614,2,0.0,127.7384
1093,3,Standard Class,Corporate,Illinois,Envelopes,83.2464,4,0.0,367.9278
643,1,Same Day,Corporate,Michigan,Envelopes,75.0051,5,0.0,204.6318
160,2,Standard Class,Consumer,Oregon,Storage,50.8533,3,0.0,81.1749
1037,4,First Class,Consumer,Minnesota,Tables,87.5304,5,0.01,50.8556
418,4,Second Class,Consumer,Pennsylvania,Tables,57.3482,2,0.01,84.146
1093,2,First Class,Home Office,Virginia,Binders,55.6943,5,0.0,40.5773
1018,6,First Class,Consumer,Utah,Furnishings,489.3787,5,0.0,82.0454
997,0,Standard Class,Consumer,New York,Furnishings,84.2791,7,0.0,138.209
1093,7,Second Class,Home Office,Ohio,Bookcases,33.1826,2,0.0,20.8065
304,4,Same Day,Corporate,Connecticut,Phones,75.4151,2,0.0,208.4538
780,6,Second Class,Corporate,Washington,Bookcases,33.4625,5,0.0,32.0387
754,5,Second Class,Corporate,New Jersey,Phones,65.6141,3,0.0,4.9701
749,6,Standard Class,Consumer,Texas,Storage,177.1947,3,0.0,-282.5849
1032,4,Second Class,Home Office,Ohio,Phones,93.3268,2,0.0,288.9776
1050,2,Standard Class,Consumer,Texas,Phones,78.2888,2,0.0,38.6566
1093,3,Second Class,Home Office,California,Accessories,615.9867,1,0.0,2.6599
1078,4,Standard Class,Home Office,Pennsylvania,Furnishings,66.9034,5,0.0,38.5978
150,1,First Class,Corporate,New York,Bookcases,609.5861,4,0.0,13.9172
1020,3,Standard Class,Home Office,Alabama,Supplies,556.6028,8,0.0,26.43
367,3,Standard Class,Consumer,North Carolina,Furnishings,413.7719,3,0.21,19.293
716,0,Standard Class,Home Office,South Carolina,Phones,37.1393,2,0.12,319.7354
1011,6,First Class,Home Office,Illinois,Furnishings,25.569,5,0.32,142.458
586,0,Standard Class,Consumer,California,Furnishings,302.2594,5,0.01,-41.5197
587,3,Standard Class,Home Office,California,Furnishings,25.943,5,0.0,20.2407
999,4,Second Class,Corporate,California,Envelopes,48.7654,5,0.0,132.7229
790,4,Standard Class,Consumer,California,Bookcases,56.4008,2,0.0,67.4428
181,0,Standard Class,Home Office,District of Columbia,Phones,88.027,4,0.0,20.8777
804,2,First Class,Corporate,Washington,Binders,42.1988,3,0.0,145.6969
826,6,Standard Class,Consumer,Virginia,Furnishings,82.4772,1,0.0,306.0542
