order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit
252,3,Standard Class,Consumer,Pennsylvania,Chairs,118.1188,3,0.2,-3.4293
359,4,Standard Class,Consumer,Texas,Binders,13.2905,2,0.2,-2.2439
988,4,Standard Class,Consumer,California,Phones,395.0713,3,0.0,103.7906
1051,4,Standard Class,Consumer,California,Paper,60.575,3,0.0,-5.9274
997,4,Standard Class,Consumer,California,Paper,32.1378,2,0.0,17.7524
1069,4,Standard Class,Consumer,California,Paper,4.7992,3,0.0,11.6751
633,4,Standard Class,Consumer,California,Paper,1.0507,3,0.0,14.6639
1009,2,Second Class,Consumer,California,Binders,34.8754,2,0.2,8.8614
999,4,Standard Class,Consumer,California,Paper,11.223,3,0.0,14.01
283,4,Standard Class,Consumer,California,Phones,479.0118,3,0.2,24.214
1064,6,Standard Class,Consumer,California,Paper,28.386,3,0.0,10.7493
1044,4,Standard Class,Consumer,Pennsylvania,Binders,6.3263,2,0.2,8.4468
1055,4,Standard Class,Consumer,California,Paper,51.2671,3,0.0,15.1351
1077,4,Standard Class,Consumer,California,Binders,33.2252,3,0.2,17.803
1005,4,Standard Class,Consumer,California,Paper,6.7851,2,0.2,2.1303
996,4,Standard Class,Consumer,California,Art,0.836,2,0.0,18.1677
1093,4,Standard Class,Consumer,Texas,Binders,1.5244,2,0.7,-14.2136
1014,4,Standard Class,Consumer,Texas,Binders,26.3522,2,0.2,-9.6082
303,4,Standard Class,Consumer,California,Paper,21.8869,2,0.0,15.3094
1017,4,Standard Class,Consumer,California,Paper,0.836,2,0.0,6.0955
1055,4,Standard Class,Consumer,California,Art,0.836,2,0.0,4.552
324,3,Standard Class,Consumer,Texas,Binders,3.2102,3,0.2,10.889
403,4,Standard Class,Consumer,Texas,Binders,0.836,2,0.2,-9.1716
355,4,Standard Class,Consumer,Pennsylvania,Binders,32.0627,3,0.2,8.1103
1093,4,Standard Class,Consumer,Pennsylvania,Binders,32.0239,2,0.2,1.9814
773,5,Standard Class,Consumer,California,Paper,126.9324,3,0.0,13.5516
1069,4,Standard Class,Consumer,California,Phones,39.5248,3,0.2,20.6305
1028,4,Standard Class,Consumer,California,Paper,90.0726,3,0.0,0.5189
1051,4,Standard Class,Consumer,California,Paper,51.8286,3,0.0,18.546
1089,4,Standard Class,Consumer,California,Phones,27.9223,3,0.0,12.0549
1000,4,Standard Class,Consumer,California,Paper,46.5231,3,0.0,6.506
1023,4,Standard Class,Consumer,California,Phones,18.8168,3,0.2,4.8895
1069,4,Standard Class,Consumer,California,Paper,44.3714,3,0.0,13.7154
676,4,Standard Class,Consumer,California,Phones,368.0102,3,0.0,14.8888
1016,4,Standard Class,Consumer,California,Paper,87.5223,3,0.0,4.9934
1032,4,Standard Class,Consumer,Pennsylvania,Binders,34.7335,3,0.2,-9.1274
1008,4,Standard Class,Consumer,California,Paper,20.4862,3,0.0,17.0836
718,4,Standard Class,Consumer,California,Furnishings,225.7937,3,0.0,1.7613
1087,4,Standard Class,Consumer,California,Paper,21.8465,3,0.0,20.6538
1093,4,Standard Class,Consumer,Texas,Binders,56.9505,3,0.2,7.1246
252,4,Standard Class,Consumer,Texas,Binders,0.836,2,0.2,-2.0166
972,4,Standard Class,Consumer,California,Binders,73.0312,3,0.2,-2.1274
994,4,Standard Class,Consumer,California,Art,28.5924,2,0.0,2.1119
677,4,Standard Class,Consumer,California,Paper,0.836,3,0.0,10.627
988,4,Standard Class,Consumer,Texas,Binders,33.5596,2,0.2,10.2514
992,4,Standard Class,Consumer,California,Paper,74.0009,3,0.0,9.074
1004,4,Standard Class,Consumer,California,Binders,18.3553,2,0.2,13.4788
993,3,Standard Class,Consumer,California,Paper,103.979,2,0.0,3.4403
625,4,Standard Class,Consumer,Texas,Binders,31.5458,2,0.2,-0.8908
632,4,Standard Class,Consumer,California,Binders,35.5049,3,0.0,1.9768
974,4,Standard Class,Consumer,California,Paper,46.9632,3,0.0,14.4845
303,4,Standard Class,Consumer,Pennsylvania,Binders,15.6236,2,0.7,1.3559
1004,4,Standard Class,Consumer,California,Paper,22.9602,3,0.0,22.7708
1080,4,Standard Class,Consumer,California,Paper,4.7597,2,0.0,6.0378
659,4,Standard Class,Consumer,California,Phones,393.2727,3,0.0,109.534
1059,4,Standard Class,Consumer,California,Paper,105.0837,3,0.0,14.5571
1051,4,Standard Class,Consumer,California,Paper,25.8436,2,0.0,-1.4698
1015,4,Standard Class,Consumer,California,Paper,43.6763,2,0.0,4.0678
1041,4,Standard Class,Consumer,California,Paper,9.3922,3,0.0,15.227
1093,4,Standard Class,Consumer,California,Paper,65.9964,3,0.0,19.5258
1075,4,Standard Class,Consumer,California,Binders,28.4516,3,0.2,8.8017
992,4,Standard Class,Consumer,California,Binders,5.9317,3,0.2,2.9156
1065,4,Standard Class,Consumer,California,Paper,53.8856,3,0.0,28.5302
289,4,Standard Class,Consumer,Texas,Binders,3.8252,2,0.2,-10.2086
1020,4,Standard Class,Consumer,California,Binders,15.3039,2,0.2,10.3192
344,4,Standard Class,Consumer,California,Binders,16.2117,3,0.2,14.5863
1022,4,Standard Class,Consumer,California,Paper,48.1392,3,0.0,9.345
960,4,Standard Class,Consumer,Texas,Binders,38.148,2,0.7,-1.3481
706,5,Standard Class,Consumer,California,Paper,25.2342,3,0.0,2.0773
274,4,Standard Class,Consumer,Texas,Binders,27.8569,3,0.2,-3.0773
1031,4,Standard Class,Consumer,California,Art,8.66,2,0.0,-5.6905
1042,3,Standard Class,Consumer,California,Paper,84.912,2,0.0,2.3359
1072,4,Standard Class,Consumer,California,Phones,85.4142,3,0.2,9.1981
339,4,Standard Class,Consumer,California,Art,15.5023,2,0.0,3.8788
1054,4,Standard Class,Consumer,California,Paper,113.9999,3,0.0,15.6935
994,4,Standard Class,Consumer,California,Paper,41.2815,3,0.0,6.3518
646,4,Standard Class,Consumer,Texas,Binders,91.6412,3,0.2,-25.1286
996,4,Standard Class,Consumer,California,Paper,22.0331,2,0.0,-0.2786
1044,4,Standard Class,Consumer,Texas,Binders,0.836,2,0.2,-1.4219
1044,4,Standard Class,Consumer,California,Paper,38.5706,2,0.0,9.0092
1026,4,Standard Class,Consumer,California,Binders,38.7021,2,0.2,-0.8799
971,4,Standard Class,Consumer,California,Paper,36.3474,3,0.0,15.458
641,4,Standard Class,Consumer,California,Paper,4.8827,2,0.0,9.4964
641,5,Standard Class,Consumer,California,Paper,20.0948,3,0.0,3.1283
1025,5,Standard Class,Consumer,California,Paper,16.3019,3,0.0,2.7393
1017,3,Standard Class,Consumer,California,Binders,0.836,2,0.2,2.8754
345,4,Standard Class,Consumer,Texas,Binders,14.4753,2,0.7,-2.1089
724,4,Standard Class,Consumer,California,Paper,32.2396,3,0.0,14.1393
987,4,Standard Class,Consumer,California,Paper,26.7425,3,0.0,17.4402
643,4,Standard Class,Consumer,Texas,Chairs,378.936,3,0.2,-31.5871
1093,4,Standard Class,Consumer,California,Paper,21.0398,3,0.0,1.1137
1058,4,Standard Class,Consumer,California,Paper,130.382,3,0.0,6.7446
1007,4,Standard Class,Consumer,California,Paper,40.4565,3,0.0,10.134
1024,4,Standard Class,Consumer,Texas,Binders,24.8151,2,0.7,-12.2088
998,4,Standard Class,Consumer,California,Paper,45.0061,2,0.0,13.4206
286,4,Standard Class,Consumer,Pennsylvania,Furnishings,39.1038,2,0.2,-0.6685
1093,4,Standard Class,Consumer,Texas,Binders,17.7288,2,0.2,6.9847
1013,4,Standard Class,Consumer,California,Phones,204.1357,3,0.0,18.4395
1042,4,Standard Class,Consumer,California,Paper,9.9015,2,0.0,10.789
265,4,Standard Class,Consumer,Texas,Bookcases,88.8541,3,0.2,41.4185
1085,4,Standard Class,Consumer,Texas,Binders,17.0217,2,0.7,-1.2253
1007,4,Standard Class,Consumer,California,Paper,30.4032,3,0.0,-3.2241
998,4,Standard Class,Consumer,California,Paper,47.2973,3,0.0,10.4231
1082,5,Standard Class,Consumer,California,Paper,44.3437,3,0.0,18.8502
264,5,Standard Class,Consumer,California,Binders,0.836,2,0.2,13.1717
970,4,Standard Class,Consumer,California,Paper,0.836,2,0.0,14.6772
622,4,Standard Class,Consumer,California,Phones,497.612,3,0.0,40.081
335,4,Standard Class,Consumer,California,Binders,14.7255,2,0.2,-7.2777
998,4,Standard Class,Consumer,Texas,Binders,37.6424,3,0.2,-55.7904
254,4,Standard Class,Consumer,California,Paper,41.2439,3,0.0,5.7227
321,4,Standard Class,Consumer,Texas,Binders,60.7027,3,0.2,0.7615
1020,4,Standard Class,Consumer,California,Paper,7.8476,2,0.2,3.07
1073,4,Standard Class,Consumer,California,Paper,79.4764,3,0.0,9.4189
977,4,Standard Class,Consumer,Texas,Binders,13.351,2,0.2,-1.1251
1037,4,Standard Class,Consumer,California,Paper,39.4271,3,0.0,-0.5464
1070,4,Standard Class,Consumer,California,Paper,32.8507,3,0.0,7.8715
1015,4,Standard Class,Consumer,California,Paper,15.795,3,0.0,19.8799
999,4,Standard Class,Consumer,California,Paper,26.0488,3,0.0,14.015
1020,4,Standard Class,Consumer,California,Paper,105.9788,3,0.0,3.4316
1081,4,Standard Class,Consumer,California,Storage,67.694,3,0.0,12.6393
300,4,Standard Class,Consumer,California,Paper,16.3414,3,0.0,12.1311
1061,4,Standard Class,Consumer,California,Art,0.836,2,0.0,7.5163
1010,4,Standard Class,Consumer,California,Storage,64.0508,3,0.2,-2.6419
1032,5,Standard Class,Consumer,California,Binders,64.5998,2,0.2,4.227
1049,4,Standard Class,Consumer,California,Binders,17.532,2,0.2,-2.6633
1075,3,Standard Class,Consumer,California,Paper,183.5061,3,0.0,14.6682
1029,4,Standard Class,Consumer,California,Paper,43.5926,3,0.0,23.1794
988,4,Standard Class,Consumer,California,Paper,42.0865,2,0.0,7.2195
1088,5,Standard Class,Consumer,California,Paper,47.6592,3,0.0,20.698
1042,4,Standard Class,Consumer,Texas,Binders,0.836,2,0.2,4.0971
1093,5,Standard Class,Consumer,California,Art,0.836,2,0.0,15.9199
1011,4,Standard Class,Consumer,Texas,Binders,89.5289,2,0.2,-24.5486
968,4,Standard Class,Consumer,California,Chairs,206.0078,3,0.2,27.7476
1038,4,Standard Class,Consumer,Texas,Binders,29.7869,3,0.2,3.0328
245,4,Standard Class,Consumer,California,Paper,40.1683,3,0.0,15.2312
1042,4,Standard Class,Consumer,Texas,Binders,8.0865,2,0.2,-1.8749
1018,4,Standard Class,Consumer,California,Binders,31.2401,3,0.2,2.4624
976,4,Standard Class,Consumer,California,Paper,2.5012,2,0.0,14.2919
1046,4,Standard Class,Consumer,California,Binders,36.4393,2,0.2,4.6851
1024,4,Standard Class,Consumer,California,Paper,25.6707,3,0.2,5.7003
981,4,Standard Class,Consumer,California,Paper,28.9822,3,0.0,1.6908
961,4,Standard Class,Consumer,California,Paper,98.9515,3,0.0,4.1923
1090,3,Standard Class,Consumer,California,Paper,83.3987,3,0.0,14.8466
1090,4,Standard Class,Consumer,California,Paper,45.8748,3,0.2,9.9056
680,4,Standard Class,Consumer,California,Furnishings,38.3354,3,0.2,10.8254
1024,4,Standard Class,Consumer,California,Paper,11.3363,2,0.0,11.1732
972,4,Standard Class,Consumer,California,Paper,19.3478,3,0.0,11.5725
684,5,Standard Class,Consumer,California,Paper,60.3275,3,0.0,12.3473
1059,2,First Class,Consumer,California,Binders,86.3688,3,0.2,2.2414
998,4,Standard Class,Consumer,Texas,Chairs,177.2048,3,0.2,-22.7519
1028,4,Standard Class,Consumer,California,Paper,6.6674,2,0.0,-4.7337
385,4,Standard Class,Consumer,California,Binders,27.5779,2,0.2,7.4456
346,4,Standard Class,Consumer,Texas,Binders,8.1712,2,0.7,3.9958
1079,3,Standard Class,Consumer,California,Paper,84.7597,3,0.0,20.3745
1008,4,Standard Class,Consumer,California,Binders,18.8383,3,0.2,2.8613
1072,4,Standard Class,Consumer,Texas,Binders,9.8738,3,0.2,5.2483
349,4,Standard Class,Consumer,California,Binders,49.5359,2,0.2,-1.4059
1039,5,Standard Class,Consumer,California,Paper,13.1205,3,0.0,14.9319
1062,4,Standard Class,Consumer,California,Paper,21.1749,2,0.2,16.5245
1067,4,Standard Class,Consumer,Texas,Binders,26.5621,2,0.2,-0.7048
695,4,Standard Class,Consumer,California,Phones,296.5341,3,0.0,70.3266
1032,4,Standard Class,Consumer,California,Binders,8.2636,2,0.2,2.808
711,4,Standard Class,Consumer,California,Phones,261.0736,3,0.0,95.346
1039,4,Standard Class,Consumer,California,Paper,115.2707,3,0.0,18.3385
1037,4,Standard Class,Consumer,Texas,Binders,11.0113,2,0.2,3.0322
1067,5,Standard Class,Consumer,California,Paper,90.4437,3,0.0,18.95
1010,4,Standard Class,Consumer,California,Phones,101.2723,3,0.0,22.5246
1036,3,Standard Class,Consumer,California,Paper,20.3073,3,0.0,18.7836
282,4,Standard Class,Consumer,Pennsylvania,Binders,14.0637,2,0.2,10.1879
973,3,Standard Class,Consumer,California,Phones,157.5411,3,0.0,46.9855
286,3,Standard Class,Consumer,California,Paper,21.2685,2,0.0,5.5854
1025,4,Standard Class,Consumer,California,Phones,138.3739,3,0.0,7.436
1093,4,Standard Class,Consumer,California,Paper,0.836,2,0.0,0.006
304,4,Standard Class,Consumer,California,Binders,53.7608,3,0.2,3.3437
1048,4,Standard Class,Consumer,California,Binders,11.2335,2,0.2,3.6628
1086,3,Standard Class,Consumer,California,Phones,83.3067,3,0.0,87.321
1004,4,Standard Class,Consumer,Texas,Binders,34.729,3,0.2,5.2212
1060,4,Standard Class,Consumer,California,Phones,34.2023,3,0.2,8.9449
1054,4,Standard Class,Consumer,California,Paper,39.8369,3,0.0,7.3288
333,4,Standard Class,Consumer,Texas,Tables,258.5555,2,0.7,-53.5044
1067,4,Standard Class,Consumer,California,Binders,9.6548,3,0.2,6.8039
629,4,Standard Class,Consumer,California,Paper,34.0856,3,0.0,16.1473
993,4,Standard Class,Consumer,Texas,Tables,170.8005,3,0.7,-268.2719
1010,4,Standard Class,Consumer,Texas,Binders,4.5974,2,0.2,-3.4729
1053,4,Standard Class,Consumer,Texas,Binders,8.6471,3,0.2,1.1269
989,4,Standard Class,Consumer,California,Phones,115.3174,3,0.0,33.2246
1033,3,Standard Class,Consumer,California,Binders,13.684,3,0.2,-0.5469
1031,4,Standard Class,Consumer,California,Paper,0.836,3,0.0,18.7539
1003,4,Standard Class,Consumer,California,Phones,200.0224,3,0.2,-12.3574
1021,3,Standard Class,Consumer,California,Paper,20.0955,2,0.2,6.0751
1031,5,Standard Class,Consumer,California,Paper,133.9536,3,0.0,10.2982
733,4,Standard Class,Consumer,California,Chairs,384.4206,3,0.2,35.6284
1052,4,Standard Class,Consumer,California,Paper,27.3734,2,0.0,8.7755
1086,4,Standard Class,Consumer,Pennsylvania,Binders,33.8675,3,0.2,-6.8196
1059,4,Standard Class,Consumer,California,Paper,31.9516,3,0.0,7.2366
1058,4,Standard Class,Consumer,California,Binders,14.9954,2,0.2,-9.92
985,4,Standard Class,Consumer,California,Binders,7.5261,2,0.2,-3.3967
1010,4,Standard Class,Consumer,California,Paper,23.2751,3,0.0,7.8319
1012,4,Standard Class,Consumer,California,Paper,14.8316,2,0.0,-4.4545
1093,4,Standard Class,Consumer,California,Binders,6.2963,2,0.0,-8.4641
942,4,Standard Class,Consumer,California,Paper,19.6106,3,0.0,8.7898
998,4,Standard Class,Consumer,Pennsylvania,Binders,5.4666,2,0.2,0.9748
1043,4,Standard Class,Consumer,California,Furnishings,39.5259,3,0.2,3.5423
1044,4,Standard Class,Consumer,California,Binders,26.8858,3,0.2,4.51
319,3,Standard Class,Consumer,California,Paper,60.4322,3,0.0,10.6067
1034,4,Standard Class,Consumer,California,Paper,23.3408,2,0.0,1.9772
1025,4,Standard Class,Consumer,California,Paper,26.555,2,0.0,7.1501
723,4,Standard Class,Consumer,Texas,Binders,44.9647,3,0.2,3.9533
1072,4,Standard Class,Consumer,Texas,Binders,14.212,3,0.2,0.9755
1046,4,Standard Class,Consumer,Texas,Binders,36.4465,2,0.2,-4.6123
1035,4,Standard Class,Consumer,Texas,Phones,63.5357,3,0.2,-11.3023
1043,4,Standard Class,Consumer,Texas,Binders,23.5952,2,0.2,0.7492
988,4,Standard Class,Consumer,California,Paper,63.2814,3,0.0,11.3643
1073,4,Standard Class,Consumer,California,Phones,208.014,3,0.0,41.6279
977,4,Standard Class,Consumer,California,Paper,42.7254,3,0.2,17.3062
997,4,Standard Class,Consumer,Texas,Binders,0.836,3,0.7,-4.5109
353,5,Standard Class,Consumer,California,Phones,465.7618,3,0.0,94.3988
954,4,Standard Class,Consumer,California,Phones,37.3833,3,0.2,4.992
1092,4,Standard Class,Consumer,California,Binders,26.7167,2,0.2,4.8453
334,4,Standard Class,Consumer,Pennsylvania,Binders,27.8697,2,0.2,-1.6609
1062,4,Standard Class,Consumer,California,Paper,28.7336,3,0.0,4.1872
760,4,Standard Class,Consumer,California,Phones,100.0934,3,0.0,41.13
670,4,Standard Class,Consumer,Texas,Chairs,407.4015,3,0.2,-44.165
1070,4,Standard Class,Consumer,Pennsylvania,Binders,15.6656,2,0.2,-9.5909
257,4,Standard Class,Consumer,California,Paper,8.2364,2,0.0,9.7918
991,4,Standard Class,Consumer,California,Paper,21.7045,3,0.0,18.6056
1009,4,Standard Class,Consumer,California,Phones,202.5662,3,0.2,10.393
1028,4,Standard Class,Consumer,California,Paper,35.0775,3,0.0,6.6077
1093,4,Standard Class,Consumer,California,Binders,46.618,2,0.2,8.2152
1056,4,Standard Class,Consumer,California,Paper,4.0028,2,0.0,3.275
1078,4,Standard Class,Consumer,Texas,Chairs,267.613,3,0.2,-17.3562
1085,4,Standard Class,Consumer,California,Paper,30.3883,2,0.0,-0.182
685,4,Standard Class,Consumer,California,Phones,118.7908,3,0.0,55.439
965,4,Standard Class,Consumer,California,Paper,115.3253,3,0.0,10.9483
653,4,Standard Class,Consumer,Texas,Tables,709.6511,3,0.3,-34.3696
1093,4,Standard Class,Consumer,Texas,Binders,104.352,3,0.2,-9.6137
364,3,Standard Class,Consumer,California,Binders,5.6843,2,0.2,-8.4207
629,4,Standard Class,Consumer,California,Chairs,73.0616,3,0.2,-23.4902
666,4,Standard Class,Consumer,California,Chairs,354.8329,3,0.2,75.1483
1000,4,Standard Class,Consumer,California,Paper,19.5864,2,0.0,17.6824
