order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit
647,4,First Class,Corporate,Ohio,Furnishings,51.8543,2,0.0,168.0799
391,6,Standard Class,Corporate,North Carolina,Phones,49.2322,2,0.0,23.1555
414,4,First Class,Home Office,New York,Accessories,55.7344,2,0.0,42.3049
635,2,Second Class,Consumer,California,Accessories,70.9214,5,0.0,3.6764
378,6,Standard Class,Home Office,South Carolina,Paper,38.0435,1,0.0,942.4565
1063,5,Standard Class,Home Office,Texas,Accessories,105.5815,4,0.0,37.9307
740,6,Standard Class,Consumer,Florida,Chairs,101.5425,2,0.0,27.3256
1093,5,Standard Class,Corporate,Michigan,Storage,21.6549,5,0.0,566.9307
919,1,First Class,Home Office,Ohio,Storage,41.6202,2,0.0,-24.4535
310,5,Standard Class,Consumer,Ohio,Appliances,81.36,8,0.0,6.64
391,3,Standard Class,Home Office,California,Machines,14.3647,2,0.0,-33.8223
806,7,Standard Class,Home Office,Missouri,Storage,2145.4913,1,0.2,58.7184
1005,5,Standard Class,Corporate,New York,Appliances,88.9417,2,0.0,-34.1827
1000,5,Standard Class,Consumer,Florida,Bookcases,68.3312,6,0.0,26.1436
459,4,First Class,Consumer,California,Storage,311.7646,7,0.4,94.3365
778,5,Second Class,Home Office,South Dakota,Art,37.576,2,0.0,68.8807
845,6,Standard Class,Home Office,Virginia,Binders,1512.9681,8,0.2,282.5239
244,3,Standard Class,Corporate,Florida,Supplies,67.0578,2,0.0,19.4065
772,6,Standard Class,Corporate,California,Furnishings,28.8581,2,0.0,-3.0985
958,3,First Class,Corporate,New York,Paper,42.7872,6,0.0,13.2958
1093,3,First Class,Consumer,Tennessee,Furnishings,20.0668,7,0.0,-9.9909
828,5,Standard Class,Consumer,Florida,Furnishings,1780.0515,3,0.0,376.7681
486,5,Second Class,Home Office,Texas,Supplies,66.5945,6,0.0,78.8858
784,1,Same Day,Consumer,Rhode Island,Paper,516.138,2,0.0,66.8052
750,6,Standard Class,Corporate,Pennsylvania,Envelopes,21.858,2,0.0,22.5487
999,3,First Class,Consumer,Texas,Copiers,99.9188,1,0.0,2166.6695
829,3,Standard Class,Home Office,Michigan,Phones,1142.6561,2,0.2,152.8773
812,6,Standard Class,Consumer,Georgia,Paper,55.6843,5,0.2,63.3686
357,4,Standard Class,Consumer,Florida,Furnishings,32.6015,5,0.0,361.3397
414,1,Second Class,Consumer,Alabama,Binders,96.6242,2,0.2,23.1354
1000,6,Standard Class,Corporate,Arizona,Appliances,43.3995,4,0.0,36.5236
420,3,Standard Class,Consumer,California,Paper,1272.9187,2,0.0,26.4196
697,1,Same Day,Corporate,New York,Binders,36.6285,2,0.0,21.8484
219,3,Standard Class,Consumer,California,Storage,55.8289,2,0.0,4.9854
261,4,Second Class,Corporate,Utah,Paper,22.8369,3,0.0,215.6676
841,3,Standard Class,Consumer,New York,Labels,90.5169,2,0.2,28.9169
506,4,Standard Class,Home Office,New York,Copiers,102.224,2,0.0,10.7924
277,1,Same Day,Consumer,Washington,Binders,102.1726,4,0.0,140.5179
264,1,Same Day,Consumer,Pennsylvania,Accessories,492.6475,2,0.0,111.4536
127,1,Same Day,Home Office,California,Furnishings,40.5764,2,0.0,26.1977
500,3,Standard Class,Consumer,Texas,Appliances,79.7939,3,0.0,49.2672
383,3,First Class,Consumer,North Carolina,Furnishings,179.7398,5,0.0,32.0951
327,5,Second Class,Home Office,California,Furnishings,82.5135,5,0.2,54.6269
1093,2,First Class,Corporate,Virginia,Chairs,96.6741,2,0.0,74.146
1071,3,Standard Class,Corporate,Arizona,Art,101.9917,4,0.0,295.1465
787,4,Standard Class,Home Office,Wisconsin,Bookcases,480.9399,2,0.0,62.4569
1093,5,Second Class,Consumer,California,Phones,64.9042,2,0.0,14.136
409,7,Standard Class,Corporate,New Jersey,Chairs,89.548,5,0.0,23.5819
906,5,Second Class,Corporate,Utah,Furnishings,51.2933,2,0.0,117.6386
349,3,Standard Class,Corporate,Texas,Binders,6.6866,5,0.0,94.6468
782,3,Standard Class,Home Office,Alabama,Appliances,86.1764,2,0.0,293.4046
1093,3,Standard Class,Home Office,Mississippi,Binders,86.4829,4,0.0,-7.3715
441,4,Standard Class,Corporate,New York,Phones,223.8349,7,0.0,67.5767
322,3,Standard Class,Corporate,Texas,Paper,63.4338,3,0.0,23.6153
1093,3,First Class,Home Office,Montana,Phones,60.2258,2,0.2,194.8307
1093,4,Standard Class,Corporate,New Jersey,Storage,658.0325,3,0.0,363.9906
1093,1,Second Class,Consumer,California,Paper,732.4081,2,0.0,257.738
956,4,Standard Class,Home Office,Pennsylvania,Accessories,74.4323,5,0.3,96.5741
1093,1,First Class,Corporate,Virginia,Chairs,38.1035,7,0.0,45.5141
679,5,Second Class,Home Office,Michigan,Furnishings,2008.686,5,0.0,132.9895
422,4,Second Class,Home Office,Texas,Bookcases,56.9668,5,0.0,166.289
568,3,Second Class,Home Office,Pennsylvania,Storage,58.8216,5,0.0,14.1132
846,1,Second Class,Consumer,Florida,Furnishings,62.4383,2,0.0,36.2262
686,3,Standard Class,Consumer,Texas,Bookcases,289.7072,2,0.0,18.0801
261,4,Standard Class,Consumer,Pennsylvania,Paper,88.1518,6,0.0,-1.9591
903,1,Same Day,Consumer,New York,Paper,51.6338,5,0.0,293.7256
439,4,Second Class,Home Office,California,Phones,240.3621,5,0.0,75.8078
228,1,Second Class,Consumer,New York,Paper,86.2755,2,0.0,73.829
1093,2,First Class,Corporate,Oregon,Storage,28.3266,5,0.0,11.9006
355,3,Standard Class,Consumer,Delaware,Furnishings,78.3239,7,0.0,274.2634
188,3,Standard Class,Corporate,California,Storage,79.6476,3,0.2,10.2489
460,4,Standard Class,Consumer,Delaware,Phones,78.6173,2,0.0,19.8535
138,1,Same Day,Consumer,Colorado,Paper,69.4461,2,0.0,169.324
1031,4,First Class,Corporate,Idaho,Accessories,51.0227,7,0.0,301.2616
1056,6,Standard Class,Consumer,California,Binders,36.414,3,0.2,-109.4978
960,3,Standard Class,Home Office,New York,Chairs,65.972,2,0.2,-2.7059
316,3,Standard Class,Home Office,California,Phones,46.678,2,0.0,200.4642
585,3,Standard Class,Home Office,California,Phones,20.2767,2,0.0,36.5544
726,3,Standard Class,Corporate,Virginia,Supplies,280.6721,2,0.0,134.1731
1093,5,Second Class,Consumer,District of Columbia,Tables,98.9449,7,0.0,26.2055
860,5,Standard Class,Consumer,Florida,Chairs,2144.5825,8,0.0,-2.5962
850,5,Standard Class,Corporate,Maine,Binders,0.836,2,0.0,15.0126
317,6,Standard Class,Corporate,Michigan,Art,347.4508,2,0.0,25.8658
935,5,Second Class,Home Office,Alabama,Chairs,39.407,6,0.0,976.4863
495,3,Standard Class,Home Office,Pennsylvania,Envelopes,38.5317,3,0.2,93.7815
785,2,First Class,Consumer,Ohio,Phones,518.8845,9,0.0,26.9599
515,4,Second Class,Corporate,Tennessee,Art,77.4871,2,0.0,383.7521
733,3,First Class,Home Office,Washington,Bookcases,91.0802,5,0.0,5.1693
347,3,Standard Class,Home Office,California,Appliances,71.0007,5,0.0,23.9002
1070,6,Standard Class,Consumer,New Jersey,Accessories,99.8672,2,0.0,26.3192
1093,4,First Class,Corporate,New York,Bookcases,309.1428,2,0.0,27.938
824,6,Standard Class,Consumer,Colorado,Phones,75.8412,2,0.0,65.6338
1054,2,First Class,Consumer,New York,Chairs,73.1099,5,0.2,7.7973
368,4,Standard Class,Consumer,New Hampshire,Fasteners,98.5249,5,0.0,43.1455
466,4,Standard Class,Corporate,Maryland,Phones,52.1296,2,0.0,108.3234
315,1,Second Class,Home Office,Idaho,Phones,43.8481,5,0.2,36.715
1093,6,Standard Class,Consumer,Virginia,Tables,71.3724,2,0.7,233.7427
943,6,Standard Class,Home Office,California,Paper,181.186,8,0.0,95.1295
983,4,Standard Class,Corporate,Arizona,Paper,4494.5137,2,0.8,-16.8355
360,4,Standard Class,Corporate,New York,Binders,56.9412,6,0.32,344.6026
443,5,Standard Class,Consumer,New Jersey,Accessories,265.3036,5,0.2,25.9678
464,3,Standard Class,Home Office,Texas,Art,43.7563,2,0.0,62.6006
652,3,Standard Class,Consumer,Michigan,Appliances,81.7546,2,0.0,5.7429
749,1,Same Day,Corporate,New York,Envelopes,18.2243,5,0.0,136.7185
506,3,Standard Class,Home Office,Pennsylvania,Binders,2102.0289,2,0.0,11.4389
208,4,First Class,Corporate,California,Phones,92.763,2,0.2,29.1531
510,4,Second Class,Consumer,Pennsylvania,Storage,69.4545,8,0.0,13.8166
910,1,Same Day,Corporate,Iowa,Tables,140.5664,6,0.2,144.5671
433,3,Second Class,Corporate,Massachusetts,Binders,196.0164,6,0.8,-522.0205
917,2,First Class,Consumer,Iowa,Art,63.4634,2,0.0,204.5134
1093,3,Standard Class,Consumer,New York,Furnishings,273.0209,8,0.0,122.7068
737,5,Standard Class,Corporate,Ohio,Phones,35.0111,2,0.0,-5.8729
417,4,Second Class,Home Office,Colorado,Phones,81.2246,2,0.0,-167.3216
570,1,Same Day,Corporate,New York,Phones,33.3933,4,0.0,67.9427
734,6,Standard Class,Corporate,New Jersey,Binders,75.5693,6,0.0,4.4012
169,1,Same Day,Corporate,Massachusetts,Binders,87.6795,3,0.0,52.5339
682,4,Standard Class,Consumer,California,Paper,61.7034,2,0.0,295.2764
607,4,First Class,Consumer,Pennsylvania,Storage,623.6397,3,0.0,130.1835
476,1,Same Day,Corporate,New York,Phones,4337.904,2,0.0,6.8015
438,3,Standard Class,Home Office,California,Fasteners,47.0149,2,0.0,105.7741
479,3,Second Class,Consumer,Florida,Appliances,106.9343,3,0.0,115.5683
1093,3,Standard Class,Consumer,Arizona,Paper,288.4969,2,0.0,82.2181
840,1,Same Day,Corporate,Ohio,Labels,86.7073,2,0.0,27.8687
838,6,Standard Class,Consumer,Ohio,Labels,274.8678,2,0.0,4.3412
332,1,Second Class,Home Office,Texas,Accessories,39.1255,7,0.0,89.2206
577,3,Standard Class,Consumer,Michigan,Accessories,90.1604,3,0.2,501.4999
476,3,Standard Class,Consumer,Mississippi,Furnishings,500.8347,6,0.0,3.9456
614,1,Same Day,Corporate,California,Binders,35.7159,4,0.0,400.7519
325,3,Standard Class,Home Office,New York,Accessories,256.8409,5,0.0,31.8512
613,5,Standard Class,Consumer,Georgia,Storage,73.9758,1,0.2,184.3979
479,4,Second Class,Corporate,Alabama,Envelopes,70.4408,5,0.0,76.904
309,5,Second Class,Corporate,California,Supplies,49.6969,5,0.0,6.1569
422,6,Standard Class,Consumer,Texas,Chairs,46.6131,5,0.7,18.4914
1093,3,Standard Class,Home Office,Kentucky,Accessories,83.3626,1,0.0,506.3712
370,7,Standard Class,Consumer,New Jersey,Binders,51.996,2,0.0,45.1423
911,5,Second Class,Consumer,California,Phones,47.4893,4,0.0,1799.12
1024,4,First Class,Home Office,California,Accessories,48.914,5,0.0,23.8768
250,5,Standard Class,Corporate,Arizona,Phones,44.7618,2,0.2,24.4835
793,3,Standard Class,Consumer,New York,Paper,64.7489,5,0.0,25.9835
846,5,Standard Class,Consumer,California,Fasteners,97.1701,2,0.0,156.1307
700,1,Same Day,Home Office,Arizona,Storage,215.6164,6,0.0,19.3223
936,3,Standard Class,Consumer,California,Tables,100.6966,2,0.2,200.0869
941,3,Second Class,Consumer,California,Accessories,70.2302,2,0.0,21.8072
675,1,Second Class,Corporate,Arizona,Phones,60.8233,2,0.0,352.2623
1093,3,Standard Class,Consumer,New York,Paper,79.6107,6,0.0,19.115
366,4,First Class,Consumer,New York,Furnishings,16.5689,2,0.0,34.3386
1093,3,Standard Class,Consumer,Virginia,Paper,284.4395,5,0.5,57.0192
873,3,First Class,Corporate,Pennsylvania,Binders,65.4866,5,0.8,309.2343
1093,1,Second Class,Consumer,California,Phones,83.1857,3,0.0,108.803
151,3,Second Class,Corporate,New York,Paper,92.7889,6,0.0,22.2731
815,3,Standard Class,Corporate,Montana,Paper,94.7287,8,0.0,47.579
217,3,Standard Class,Consumer,Oklahoma,Accessories,75.9589,6,0.2,-3.0447
1078,2,Second Class,Corporate,California,Furnishings,188.2459,4,0.0,63.517
214,1,Same Day,Corporate,Texas,Binders,64.4098,2,0.0,103.6067
1073,3,Standard Class,Consumer,California,Phones,512.1892,2,0.2,377.373
705,1,First Class,Consumer,Texas,Storage,69.3498,1,0.0,6.853
1070,3,Standard Class,Consumer,New York,Chairs,91.8671,3,0.0,6.2281
775,2,First Class,Corporate,California,Storage,1324.8132,2,0.0,32.2147
1029,6,Standard Class,Corporate,Pennsylvania,Binders,80.8651,3,0.0,16.3533
1018,3,Standard Class,Corporate,Arkansas,Envelopes,610.9088,2,0.0,30.5698
1020,3,Standard Class,Consumer,California,Art,491.4933,2,0.8,27.3143
586,2,Second Class,Consumer,Ohio,Furnishings,60.0791,3,0.0,377.2565
679,4,First Class,Consumer,Florida,Storage,170.1118,6,0.0,121.645
1050,5,Standard Class,Consumer,Indiana,Furnishings,156.0701,2,0.0,46.3775
402,3,Standard Class,Home Office,California,Binders,99.6867,5,0.0,-801.2307
1093,3,Standard Class,Home Office,Washington,Machines,80.4451,2,0.0,65.6726
954,4,Second Class,Home Office,Texas,Storage,68.6936,5,0.0,244.9708
956,3,Standard Class,Corporate,New Jersey,Accessories,89.0377,2,0.0,60.8707
1093,6,Standard Class,Consumer,California,Accessories,157.9711,5,0.6,54.7123
665,3,Standard Class,Home Office,California,Appliances,5.4926,9,0.0,29.2731
377,5,Standard Class,Consumer,New York,Art,102.8175,3,0.0,104.8938
903,5,Second Class,Corporate,Washington,Furnishings,59.2378,5,0.0,33.051
1073,5,Second Class,Corporate,Ohio,Chairs,64.7528,2,0.0,145.3916
389,1,Same Day,Consumer,New York,Furnishings,535.4124,2,0.0,11.2225
932,1,First Class,Consumer,New York,Chairs,73.5263,4,0.0,40.8203
1025,4,First Class,Corporate,California,Binders,84.9703,2,0.0,6.4058
1021,1,Same Day,Consumer,Ohio,Art,33.9787,2,0.0,19.4099
312,5,Standard Class,Consumer,Indiana,Tables,675.7865,3,0.0,144.2197
959,4,Standard Class,Consumer,Florida,Storage,257.5359,4,0.0,249.0555
507,5,Second Class,Consumer,California,Paper,69.2818,5,0.0,-80.5305
832,3,Standard Class,Consumer,Texas,Furnishings,68.4287,2,0.0,-0.9435
887,3,Standard Class,Home Office,South Carolina,Binders,805.0023,2,0.6,-6.0489
930,2,Second Class,Consumer,Texas,Accessories,40.9813,3,0.0,92.8763
897,1,Second Class,Home Office,Oregon,Tables,43.5197,1,0.0,20.0615
1093,3,Standard Class,Corporate,Montana,Art,101.429,5,0.0,43.1873
359,3,First Class,Consumer,California,Bookcases,292.3703,6,0.0,38.0984
636,3,Standard Class,Consumer,Utah,Furnishings,56.9653,5,0.0,9.0714
953,5,Standard Class,Consumer,California,Chairs,30.3579,3,0.2,53.6847
706,4,Standard Class,Consumer,Texas,Supplies,77.205,8,0.0,119.1012
324,5,Standard Class,Home Office,Texas,Chairs,216.3433,14,0.0,133.1122
324,3,Second Class,Consumer,Florida,Furnishings,71.6648,5,0.2,145.5621
342,3,Second Class,Consumer,California,Bookcases,40.4246,5,0.2,335.6534
144,1,First Class,Corporate,Ohio,Furnishings,67.8734,4,0.0,14.1923
1093,4,Second Class,Consumer,Louisiana,Paper,106.117,2,0.0,38.3199
675,4,First Class,Home Office,California,Bookcases,25.7561,2,0.0,121.9075
237,5,Standard Class,Consumer,California,Accessories,77.5574,2,0.2,35.0344
1046,3,Standard Class,Home Office,Michigan,Phones,0.836,2,0.0,203.3311
50,1,First Class,Consumer,Texas,Storage,27.9701,2,0.0,-7.6826
417,4,Standard Class,Corporate,Ohio,Art,92.0507,2,0.0,1.879
388,3,Standard Class,Corporate,Ohio,Fasteners,55.6517,7,0.0,-17.288
363,5,Standard Class,Home Office,Texas,Furnishings,584.0826,10,0.0,52.6763
905,1,Second Class,Consumer,Connecticut,Phones,108.9094,2,0.0,170.6364
994,1,Same Day,Corporate,New York,Binders,63.7079,3,0.2,96.2635
957,3,Standard Class,Consumer,District of Columbia,Paper,90.4213,5,0.0,19.5809
224,3,Standard Class,Corporate,New York,Appliances,0.836,5,0.0,86.8293
974,4,First Class,Corporate,New York,Storage,62.9805,4,0.0,268.5502
778,1,Second Class,Corporate,California,Bookcases,75.8006,1,0.0,843.7872
356,5,Standard Class,Consumer,New York,Furnishings,1959.671,2,0.2,955.9225
1046,2,First Class,Corporate,Florida,Bookcases,310.5509,6,0.0,21.4366
582,4,Standard Class,Consumer,Washington,Labels,25.4841,5,0.2,57.1088
480,5,Second Class,Consumer,Illinois,Accessories,586.2614,2,0.2,209.7068
1087,3,First Class,Consumer,Texas,Storage,515.9142,1,0.2,39.945
644,5,Standard Class,Consumer,Texas,Tables,71.4739,8,0.0,28.8179
1093,6,Standard Class,Consumer,California,Chairs,62.4717,2,0.2,2.4807
209,3,Standard Class,Home Office,Nevada,Art,0.836,5,0.0,19.955
770,3,Standard Class,Corporate,Florida,Furnishings,49.3195,6,0.0,49.8764
450,4,First Class,Home Office,New York,Phones,67.825,4,0.0,175.3515
654,4,First Class,Consumer,California,Binders,105.8253,2,0.0,209.097
296,3,Standard Class,Consumer,New York,Phones,584.3146,4,0.0,10.3097
819,6,Standard Class,Consumer,Illinois,Accessories,2479.4851,6,0.0,89.69
785,3,Standard Class,Corporate,California,Accessories,50.4078,6,0.0,424.2573
1093,6,Standard Class,Home Office,Maryland,Phones,49.729,5,0.0,312.8216
1045,3,Standard Class,Consumer,Missouri,Copiers,80.5907,6,0.0,37.4086
1052,5,Standard Class,Corporate,California,Appliances,75.9968,5,0.0,-6.759
474,2,First Class,Corporate,District of Columbia,Storage,57.8883,5,0.0,294.5047
1093,4,First Class,Corporate,California,Binders,19.6935,2,0.0,64.0269
197,7,Standard Class,Corporate,Florida,Labels,25.0107,6,0.0,89.988
341,3,Standard Class,Corporate,Florida,Art,253.9599,2,0.0,25.434
420,3,Standard Class,Corporate,California,Chairs,8.9965,8,0.0,40.0837
461,3,Standard Class,Home Office,California,Paper,62.3639,6,0.0,17.1301
1093,3,Standard Class,Consumer,New Jersey,Paper,89.7373,2,0.0,2.2252
1064,4,Standard Class,Consumer,California,Tables,84.8631,2,0.0,359.3719
620,1,Second Class,Corporate,Washington,Tables,79.8329,1,0.0,1183.9013
706,1,Second Class,Home Office,Virginia,Phones,73.0345,3,0.0,65.8729
345,3,Standard Class,Consumer,Ohio,Appliances,30.2788,2,0.0,395.6081
1030,3,Standard Class,Corporate,Pennsylvania,Art,9.5444,5,0.2,10.2574
347,3,Standard Class,Corporate,California,Art,51.4393,2,0.0,-264.0898
809,4,Standard Class,Home Office,Idaho,Paper,47.499,2,0.32,161.0266
1051,3,Second Class,Home Office,Maryland,Accessories,1828.8598,2,0.0,33.5411
962,1,Same Day,Corporate,California,Envelopes,559.8897,5,0.0,306.071
409,4,First Class,Consumer,Tennessee,Paper,101.056,1,0.2,305.9578
273,3,Standard Class,Corporate,Tennessee,Binders,74.2679,2,0.0,2553.9844
77,1,Same Day,Home Office,Washington,Art,41.3579,1,0.2,206.7227
1083,3,Standard Class,Home Office,Georgia,Art,68.6414,3,0.0,259.4041
89,3,First Class,Consumer,Texas,Chairs,535.7682,4,0.0,624.1607
383,5,Second Class,Home Office,California,Tables,62.948,3,0.1,223.849
880,5,Standard Class,Consumer,Tennessee,Appliances,167.1672,2,0.0,16.9519
58,6,Standard Class,Home Office,Wisconsin,Phones,80.7028,5,0.2,116.4889
678,2,First Class,Consumer,Washington,Labels,105.8333,2,0.8,33.5854
737,4,First Class,Home Office,Florida,Art,36.8626,2,0.0,143.0823
976,4,Standard Class,Consumer,Texas,Chairs,108.8834,4,0.0,31.0315
154,3,Standard Class,Consumer,California,Furnishings,1289.945,7,0.0,-111.3976
1044,4,Standard Class,Home Office,California,Paper,83.7571,7,0.0,84.7783
640,3,Standard Class,Corporate,New York,Machines,393.9171,2,0.0,131.3095
744,3,Standard Class,Corporate,Arizona,Accessories,1060.3827,6,0.0,21.2149
876,7,Standard Class,Consumer,Virginia,Paper,106.2459,2,0.0,34.5416
495,3,Standard Class,Home Office,New York,Fasteners,89.6936,7,0.2,17.2628
841,5,Second Class,Home Office,Alabama,Binders,655.5935,1,0.0,20.3524
406,3,First Class,Consumer,Michigan,Tables,97.6957,2,0.0,13.763
520,2,Second Class,Consumer,Texas,Fasteners,36.5039,3,0.0,144.5898
334,1,Same Day,Consumer,Florida,Paper,97.9089,2,0.0,92.8238
174,1,First Class,Consumer,Utah,Paper,243.9101,2,0.2,455.3732
1037,1,Same Day,Consumer,Arizona,Fasteners,88.9678,2,0.0,31.9123
1080,6,Standard Class,Consumer,Illinois,Chairs,489.8831,3,0.0,119.1677
1093,5,Second Class,Home Office,Pennsylvania,Paper,11.5977,5,0.0,25.176
825,6,Standard Class,Consumer,Oklahoma,Phones,52.435,5,0.0,12.7263
329,3,Standard Class,Corporate,Missouri,Appliances,65.4185,4,0.2,141.2794
1070,3,Standard Class,Home Office,South Carolina,Chairs,293.9164,8,0.2,88.105
242,3,Second Class,Corporate,Ohio,Paper,63.4802,2,0.0,17.5988
916,3,Standard Class,Consumer,Mississippi,Chairs,22.3741,3,0.0,924.255
430,3,Standard Class,Consumer,California,Accessories,955.3272,2,0.0,75.0245
1087,3,First Class,Consumer,Illinois,Bookcases,67.2084,2,0.0,38.6435
1081,5,Standard Class,Consumer,Massachusetts,Appliances,62.1686,2,0.0,-12.6112
1093,4,Second Class,Home Office,California,Accessories,48.0369,6,0.0,363.4192
823,1,Same Day,Corporate,Michigan,Phones,82.1351,2,0.0,93.6661
660,1,First Class,Consumer,California,Envelopes,26.3591,1,0.2,32.7366
855,3,Standard Class,Consumer,New York,Furnishings,100.3943,7,0.0,84.6549
667,3,Second Class,Consumer,North Carolina,Paper,83.8843,2,0.2,363.1929
391,4,First Class,Home Office,Massachusetts,Phones,22.4628,2,0.2,-223.7625
926,1,First Class,Corporate,Ohio,Art,26.7331,6,0.0,-15.0453
680,1,Second Class,Consumer,Illinois,Tables,70.6911,5,0.0,17.6466
278,1,Same Day,Corporate,Washington,Paper,58.928,4,0.2,11.9363
248,1,Same Day,Consumer,Arizona,Furnishings,195.6713,3,0.0,8.6088
381,4,Standard Class,Consumer,New York,Furnishings,73.328,2,0.2,38.1533
919,3,Second Class,Consumer,Kentucky,Binders,81.5251,2,0.0,282.747
1045,2,Second Class,Home Office,Florida,Bookcases,72.1287,5,0.0,40.8585
1093,3,Standard Class,Consumer,Ohio,Chairs,36.0095,3,0.0,20.9702
780,6,Standard Class,Consumer,New York,Paper,46.48,3,0.0,7.8695
731,5,Standard Class,Consumer,Iowa,Tables,71.341,2,0.0,35.3609
