Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,order_day_index,ship_delay_days
2016-09-10,2016-09-14,Standard Class,Consumer,United States,California,West,Technology,Phones,386.3594,3,0.0,34.475,981,4
2014-12-30,2015-01-03,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,27.9306,2,0.2,10.9447,361,4
2016-11-30,2016-12-03,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,134.7654,3,0.0,8.2477,1062,3
2015-07-28,2015-08-02,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,42.8477,3,0.0,13.8745,571,5
2015-10-23,2015-10-27,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,30.0316,3,0.2,-10.0817,658,4
2016-11-12,2016-11-16,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,35.3175,2,0.2,4.9248,1044,4
2016-01-29,2016-02-03,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,208.2583,3,0.0,25.4792,756,5
2014-10-11,2014-10-15,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,27.5507,3,0.2,13.1063,281,4
2014-09-28,2014-10-02,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.7,-2.8799,268,4
2015-01-20,2015-01-24,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,20.8509,2,0.2,11.4629,382,4
2016-11-29,2016-12-03,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,24.2543,3,0.0,18.4902,1061,4
2016-09-02,2016-09-06,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,17.0964,2,0.2,-1.8779,973,4
2016-09-20,2016-09-23,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,23.2227,2,0.0,0.6581,991,3
2014-09-19,2014-09-23,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,39.8409,3,0.2,1.2728,259,4
2016-12-08,2016-12-12,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,62.9348,2,0.2,-9.4577,1070,4
2016-10-13,2016-10-17,Standard Class,Consumer,United States,California,West,Technology,Phones,321.7278,3,0.0,40.9583,1014,4
2016-11-13,2016-11-18,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,0.836,3,0.0,8.8122,1045,5
2016-10-25,2016-10-29,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,15.2478,2,0.0,0.1604,1026,4
2016-09-19,2016-09-23,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,39.7051,3,0.2,5.787,990,4
2016-10-10,2016-10-14,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,-4.2921,1011,4
2015-08-16,2015-08-20,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,184.0393,3,0.0,13.9869,590,4
2016-11-19,2016-11-24,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,34.9655,2,0.0,1.8403,1051,5
2014-12-25,2014-12-29,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,41.2011,3,0.7,-14.7333,356,4
2016-11-15,2016-11-19,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,32.6391,3,0.2,-7.0004,1047,4
2016-10-11,2016-10-15,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,3,0.2,7.6408,1012,4
2016-10-04,2016-10-08,Standard Class,Consumer,United States,California,West,Office Supplies,Art,36.6806,2,0.2,-4.7812,1005,4
2016-10-06,2016-10-10,Standard Class,Consumer,United States,California,West,Office Supplies,Art,18.3268,2,0.2,8.0371,1007,4
2016-12-06,2016-12-11,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,59.9629,3,0.0,12.4931,1068,5
2016-11-30,2016-12-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,33.5754,3,0.2,18.209,1062,4
2016-10-19,2016-10-23,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,55.9263,3,0.2,7.273,1020,4
2016-09-16,2016-09-20,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,20.4955,3,0.0,13.482,987,4
2016-10-26,2016-10-30,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,24.5514,3,0.0,5.2807,1027,4
2016-09-06,2016-09-10,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,43.357,3,0.0,23.5891,977,4
2015-01-05,2015-01-09,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,14.2236,3,0.2,2.7189,367,4
2014-12-26,2014-12-30,Standard Class,Consumer,United States,California,West,Technology,Phones,54.4093,3,0.0,13.5844,357,4
2014-11-21,2014-11-25,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,41.7814,3,0.0,20.0269,322,4
2016-10-17,2016-10-21,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,0.836,2,0.0,8.2134,1018,4
2016-11-13,2016-11-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,46.9651,3,0.0,9.4097,1045,4
2016-12-01,2016-12-05,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,14.373,2,0.2,3.7169,1063,4
2016-11-13,2016-11-17,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,21.9018,2,0.2,6.0904,1045,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,26.2104,3,0.2,0.1217,1093,4
2016-12-08,2016-12-13,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,14.6458,2,0.0,6.2071,1070,5
2016-08-22,2016-08-26,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,35.7613,3,0.0,14.1455,962,4
2016-12-20,2016-12-24,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,0.836,3,0.0,11.1208,1082,4
2015-12-05,2015-12-09,Standard Class,Consumer,United States,California,West,Furniture,Chairs,370.4332,3,0.2,-6.155,701,4
2015-11-18,2015-11-22,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,0.836,3,0.2,-4.5207,684,4
2016-11-02,2016-11-06,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,49.4082,3,0.2,-44.2853,1034,4
2016-12-05,2016-12-09,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,14.2755,3,0.0,-0.3707,1067,4
2016-11-07,2016-11-11,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,1.2496,1039,4
2016-11-11,2016-11-15,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,34.2055,3,0.2,10.7211,1043,4
2016-10-31,2016-11-04,Standard Class,Consumer,United States,California,West,Technology,Phones,175.4433,3,0.0,7.6911,1032,4
2016-12-12,2016-12-16,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,27.0281,2,0.2,-2.8878,1074,4
2016-12-07,2016-12-12,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,155.7513,3,0.0,6.2202,1069,5
2016-12-28,2017-01-01,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,2,0.2,4.2522,1090,4
2016-10-14,2016-10-18,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,7.829,2,0.2,-17.4362,1015,4
2015-08-19,2015-08-23,Standard Class,Consumer,United States,California,West,Technology,Phones,71.2256,3,0.2,22.8446,593,4
2016-11-15,2016-11-19,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,22.7146,3,0.7,9.4708,1047,4
2016-10-26,2016-10-30,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,22.2914,3,0.0,8.8701,1027,4
2014-11-30,2014-12-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,43.8742,3,0.0,11.6609,331,4
2016-10-06,2016-10-10,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,1.709,2,0.0,6.4889,1007,4
2015-12-04,2015-12-09,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,53.5637,3,0.0,2.1748,700,5
2016-08-19,2016-08-23,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,36.4139,3,0.0,19.5279,959,4
2016-09-22,2016-09-26,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,29.6205,3,0.0,3.6255,993,4
2015-01-10,2015-01-14,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.7,-4.3293,372,4
2016-11-11,2016-11-15,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,39.7219,3,0.0,19.7417,1043,4
2016-12-07,2016-12-11,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,3.3288,2,0.2,4.4305,1069,4
2014-08-19,2014-08-23,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,33.1814,3,0.0,10.5901,228,4
2016-10-21,2016-10-25,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,56.7399,3,0.2,0.1454,1022,4
2016-11-25,2016-11-29,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,50.9688,3,0.0,8.1181,1057,4
2014-11-14,2014-11-18,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,7.7721,2,0.2,-0.8556,315,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Technology,Accessories,39.3985,3,0.2,15.8606,1093,4
2016-10-16,2016-10-19,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,17.1311,2,0.2,5.1905,1017,3
2016-12-09,2016-12-13,Standard Class,Consumer,United States,California,West,Technology,Phones,79.6048,3,0.2,6.2363,1071,4
2014-07-26,2014-07-30,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,0.3195,204,4
2015-02-21,2015-02-25,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,3.7608,2,0.2,-12.7117,414,4
2016-10-18,2016-10-22,Standard Class,Consumer,United States,Texas,Central,Technology,Phones,127.4524,3,0.2,47.5938,1019,4
2014-09-23,2014-09-27,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,9.9129,2,0.7,-10.731,263,4
2015-12-19,2015-12-23,Standard Class,Consumer,United States,California,West,Technology,Phones,138.6837,3,0.0,-0.5328,715,4
2016-11-30,2016-12-04,Standard Class,Consumer,United States,California,West,Technology,Phones,167.3437,3,0.2,48.5074,1062,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.7,-11.6756,1093,4
2016-12-30,2017-01-03,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,29.4855,3,0.0,15.1847,1092,4
2016-12-31,2017-01-05,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,15.2816,3,0.0,9.7273,1093,5
2016-09-30,2016-10-04,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,3,0.2,-10.6768,1001,4
2014-10-12,2014-10-16,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,150.9021,3,0.2,2.7533,282,4
2016-12-01,2016-12-05,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,49.7176,3,0.0,5.6506,1063,4
2016-10-14,2016-10-18,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,146.3332,3,0.0,4.5461,1015,4
2016-11-11,2016-11-15,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,2,0.2,9.1009,1043,4
2016-09-22,2016-09-26,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,74.8625,3,0.2,2.9055,993,4
2016-11-23,2016-11-27,Standard Class,Consumer,United States,California,West,Technology,Phones,299.2283,3,0.0,8.9011,1055,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Furniture,Furnishings,17.6941,2,0.0,2.1874,1093,4
2014-12-29,2015-01-02,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,40.3962,2,0.0,10.6876,360,4
2016-10-15,2016-10-19,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,43.6122,3,0.2,3.8763,1016,4
2016-10-21,2016-10-25,Standard Class,Consumer,United States,California,West,Furniture,Chairs,300.7099,3,0.2,-4.6379,1022,4
2015-11-07,2015-11-11,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,35.9655,3,0.0,-11.2508,673,4
2016-12-08,2016-12-12,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,27.882,2,0.2,8.7788,1070,4
2015-11-13,2015-11-18,Standard Class,Consumer,United States,New York,East,Office Supplies,Storage,14.196,3,0.0,14.1292,679,5
2015-01-02,2015-01-05,Standard Class,Consumer,United States,California,West,Furniture,Chairs,188.0757,3,0.2,60.302,364,3
2016-12-02,2016-12-06,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,18.8329,3,0.0,1.1437,1064,4
2016-09-30,2016-10-04,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,48.5324,3,0.2,0.6512,1001,4
2015-09-25,2015-09-29,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,54.4498,3,0.0,6.7481,630,4
2016-09-30,2016-10-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,26.2217,3,0.0,13.8811,1001,4
2014-11-26,2014-11-28,First Class,Consumer,United States,California,West,Office Supplies,Binders,22.5992,2,0.2,3.6215,327,2
2016-12-02,2016-12-06,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,22.5282,3,0.0,13.3086,1064,4
2015-01-10,2015-01-14,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,12.0933,3,0.2,12.4437,372,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,54.2154,3,0.0,17.6952,1093,4
2016-10-18,2016-10-22,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,6.8264,3,0.2,-3.6175,1019,4
2016-10-18,2016-10-22,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,-15.7375,1019,4
2014-10-05,2014-10-09,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,3.9524,2,0.7,-7.3622,275,4
2016-12-21,2016-12-25,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,5.4634,2,0.7,-9.9355,1083,4
2014-09-13,2014-09-17,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,37.2447,2,0.2,1.4041,253,4
2014-10-25,2014-10-29,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,27.2491,3,0.7,6.0826,295,4
2014-11-22,2014-11-26,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,7.6304,2,0.2,9.5123,323,4
2016-11-13,2016-11-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,83.322,3,0.0,11.2051,1045,4
2016-01-05,2016-01-10,Standard Class,Consumer,United States,New York,East,Furniture,Furnishings,94.6848,3,0.0,20.4235,732,5
2016-12-13,2016-12-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,26.5292,3,0.0,26.2697,1075,4
2016-11-21,2016-11-25,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,2,0.2,-3.5385,1053,4
2016-12-28,2017-01-01,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,11.0445,2,0.2,0.8478,1090,4
2014-09-09,2014-09-13,Standard Class,Consumer,United States,California,West,Technology,Phones,128.1956,3,0.0,10.7049,249,4
2016-10-24,2016-10-28,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,28.4136,3,0.0,7.9817,1025,4
2016-09-21,2016-09-25,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,2,0.2,15.3123,992,4
2015-09-12,2015-09-16,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,130.0619,3,0.0,17.9347,617,4
2014-10-28,2014-11-01,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,65.0008,3,0.2,11.1594,298,4
2016-09-30,2016-10-04,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,20.9074,2,0.2,0.4081,1001,4
2015-11-03,2015-11-08,Standard Class,Consumer,United States,California,West,Technology,Phones,521.3944,3,0.0,83.5412,669,5
2014-12-02,2014-12-06,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,6.8451,3,0.2,17.5776,333,4
2016-07-24,2016-07-28,Standard Class,Consumer,United States,California,West,Office Supplies,Art,34.6545,2,0.0,2.0818,933,4
2016-11-21,2016-11-25,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,104.3576,3,0.0,25.7534,1053,4
2016-11-25,2016-11-29,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,-0.4669,1057,4
2016-10-31,2016-11-05,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,9.4813,2,0.0,8.4255,1032,5
2016-10-12,2016-10-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,54.3325,3,0.0,13.336,1013,5
2016-12-08,2016-12-12,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,4.7464,2,0.2,1.779,1070,4
2016-09-16,2016-09-20,Standard Class,Consumer,United States,California,West,Technology,Phones,26.6601,3,0.0,13.2668,987,4
2016-12-31,2017-01-03,Standard Class,Consumer,United States,California,West,Technology,Phones,161.6902,3,0.0,5.0662,1093,3
2016-12-15,2016-12-19,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,24.2931,2,0.2,0.412,1077,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,46.3631,3,0.0,21.9772,1093,4
2014-10-29,2014-11-02,Standard Class,Consumer,United States,California,West,Technology,Phones,381.6693,3,0.0,32.5561,299,4
2016-11-17,2016-11-21,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,63.0849,3,0.2,9.8041,1049,4
2015-02-27,2015-03-03,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,-8.9907,420,4
2016-10-25,2016-10-29,Standard Class,Consumer,United States,California,West,Technology,Phones,324.1253,3,0.2,45.9248,1026,4
2014-10-04,2014-10-08,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,15.255,2,0.2,10.2774,274,4
2016-10-06,2016-10-10,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,29.1744,2,0.2,10.2607,1007,4
2016-11-09,2016-11-13,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,34.8225,3,0.0,6.704,1041,4
2016-10-28,2016-11-01,Standard Class,Consumer,United States,California,West,Office Supplies,Art,44.1559,2,0.0,10.5313,1029,4
2014-09-17,2014-09-21,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,29.2274,3,0.2,-4.3915,257,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,28.3757,3,0.0,6.0012,1093,4
2016-09-20,2016-09-24,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,39.9556,3,0.0,7.7362,991,4
2016-11-15,2016-11-19,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,3.3205,2,0.2,7.2042,1047,4
2016-09-25,2016-09-29,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,11.2262,2,0.2,3.9874,996,4
2014-12-07,2014-12-11,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,27.1839,3,0.7,-3.2028,338,4
2016-11-16,2016-11-19,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,0.8788,1048,3
2014-08-12,2014-08-16,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,26.0716,2,0.2,0.7594,221,4
2015-11-02,2015-11-06,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,28.7734,3,0.0,25.5788,668,4
2016-11-16,2016-11-20,Standard Class,Consumer,United States,California,West,Technology,Phones,99.5783,3,0.0,18.1668,1048,4
2015-02-07,2015-02-09,First Class,Consumer,United States,California,West,Office Supplies,Binders,0.836,2,0.2,0.7282,400,2
2016-09-06,2016-09-10,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,4.599,2,0.0,0.1875,977,4
2016-12-23,2016-12-27,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,0.836,2,0.2,-0.9125,1085,4
2016-09-28,2016-10-02,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,14.9474,3,0.2,-1.9937,999,4
2014-12-15,2014-12-18,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,16.8437,2,0.2,13.4375,346,3
2016-11-09,2016-11-13,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,142.8676,3,0.0,24.8675,1041,4
2016-08-25,2016-08-29,Standard Class,Consumer,United States,California,West,Technology,Phones,36.8188,3,0.2,5.8388,965,4
2016-11-02,2016-11-06,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,36.2974,2,0.0,13.46,1034,4
2016-10-14,2016-10-18,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,0.836,2,0.2,-15.716,1015,4
2016-10-29,2016-11-01,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,8.6961,2,0.2,2.8574,1030,3
2016-11-19,2016-11-23,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,3.3429,2,0.2,-7.4077,1051,4
2016-11-18,2016-11-22,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,17.422,3,0.2,3.9518,1050,4
2016-09-11,2016-09-15,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,22.7523,3,0.0,12.5784,982,4
2015-10-22,2015-10-26,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,139.3438,3,0.0,8.8834,657,4
2016-09-13,2016-09-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,33.0036,3,0.0,2.1208,984,4
2014-10-27,2014-10-31,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,43.7083,2,0.7,-1.0969,297,4
2016-11-06,2016-11-09,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,104.6844,2,0.2,13.2428,1038,3
2016-10-12,2016-10-16,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,66.2903,3,0.0,24.9008,1013,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Technology,Phones,178.344,3,0.0,20.5557,1093,4
2015-10-02,2015-10-06,Standard Class,Consumer,United States,California,West,Furniture,Chairs,365.8702,3,0.2,53.5535,637,4
2016-10-05,2016-10-09,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,10.6008,2,0.2,6.0532,1006,4
2016-09-28,2016-10-02,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,32.5918,2,0.2,10.4502,999,4
2016-10-15,2016-10-19,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,42.2925,3,0.2,2.1196,1016,4
2016-09-21,2016-09-25,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,17.7705,2,0.2,-1.503,992,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,17.673,2,0.2,6.3378,1093,4
2014-10-18,2014-10-22,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,192.7385,3,0.0,19.3509,288,4
2015-07-13,2015-07-17,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,92.6431,3,0.0,13.5711,556,4
2016-12-13,2016-12-17,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,21.7452,2,0.2,-5.3152,1075,4
2016-11-24,2016-11-28,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,24.8016,2,0.2,9.913,1056,4
2016-09-22,2016-09-26,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,71.8147,3,0.2,14.7806,993,4
2016-10-18,2016-10-21,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,55.7598,3,0.0,20.7233,1019,3
2016-12-10,2016-12-14,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,38.6866,3,0.2,8.7348,1072,4
2016-09-11,2016-09-15,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Binders,25.4874,2,0.2,6.5347,982,4
2016-08-13,2016-08-17,Standard Class,Consumer,United States,California,West,Technology,Phones,381.6329,3,0.0,72.2137,953,4
2016-12-21,2016-12-25,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,42.8279,2,0.7,1.0665,1083,4
2016-10-23,2016-10-27,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,54.1339,3,0.0,26.8015,1024,4
2016-12-31,2017-01-04,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,14.1842,2,0.2,5.1547,1093,4
2016-11-16,2016-11-20,Standard Class,Consumer,United States,California,West,Office Supplies,Art,0.836,2,0.2,9.8178,1048,4
2016-11-26,2016-11-29,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,205.8342,3,0.0,25.9525,1058,3
2016-10-04,2016-10-08,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,5.4157,3,0.2,-6.9457,1005,4
2016-11-03,2016-11-07,Standard Class,Consumer,United States,California,West,Technology,Phones,25.013,3,0.2,9.98,1035,4
2015-03-15,2015-03-19,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Binders,26.1622,2,0.7,-5.9683,436,4
