Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,order_day_index,ship_delay_days
2016-04-26,2016-05-03,Standard Class,Consumer,United States,Pennsylvania,East,Furniture,Chairs,198.2266,3,0.0,109.3246,844,7
2015-12-23,2015-12-29,Standard Class,Consumer,United States,California,West,Office Supplies,Appliances,53.3782,2,0.0,119.9257,719,6
2015-08-12,2015-08-17,Second Class,Consumer,United States,New Jersey,East,Office Supplies,Art,36.0901,10,0.2,-7.9097,586,5
2014-09-10,2014-09-13,Standard Class,Home Office,United States,New York,East,Office Supplies,Envelopes,85.9571,2,0.0,32.6771,250,3
2015-09-19,2015-09-22,Standard Class,Corporate,United States,Michigan,Central,Office Supplies,Binders,21.4494,2,0.0,252.7503,624,3
2014-10-09,2014-10-11,Second Class,Consumer,United States,North Carolina,South,Technology,Phones,61.4311,5,0.2,31.5339,279,2
2016-10-21,2016-10-26,Second Class,Home Office,United States,Kentucky,South,Technology,Accessories,83.0449,5,0.7,292.2259,1022,5
2014-07-20,2014-07-24,First Class,Corporate,United States,Connecticut,East,Office Supplies,Paper,80.7781,2,0.0,19.3581,198,4
2016-05-09,2016-05-14,Standard Class,Corporate,United States,Oregon,West,Office Supplies,Binders,78.6421,5,0.0,102.2614,857,5
2015-03-31,2015-04-04,First Class,Corporate,United States,Virginia,South,Office Supplies,Labels,56.0735,2,0.0,231.7728,452,4
2014-04-30,2014-05-04,First Class,Consumer,United States,Vermont,East,Office Supplies,Storage,61.2181,2,0.0,38.3853,117,4
2016-10-02,2016-10-05,Standard Class,Home Office,United States,California,West,Office Supplies,Art,70.1658,2,0.0,3086.9868,1003,3
2015-04-08,2015-04-13,Second Class,Consumer,United States,Florida,South,Technology,Phones,46.918,2,0.0,231.6571,460,5
2016-12-31,2017-01-05,Second Class,Home Office,United States,Florida,South,Office Supplies,Binders,40.4749,5,0.0,154.5794,1093,5
2014-10-08,2014-10-11,Standard Class,Consumer,United States,California,West,Furniture,Furnishings,352.5341,4,0.0,259.9575,278,3
2016-12-09,2016-12-12,Standard Class,Consumer,United States,New York,East,Office Supplies,Paper,73.6742,5,0.0,279.626,1071,3
2015-01-07,2015-01-11,First Class,Consumer,United States,Texas,Central,Office Supplies,Supplies,303.5663,3,0.0,93.0654,369,4
2014-11-03,2014-11-07,Standard Class,Corporate,United States,Texas,Central,Office Supplies,Art,2.6435,5,0.8,115.0468,304,4
2014-11-01,2014-11-04,Second Class,Consumer,United States,Ohio,East,Furniture,Chairs,73.9467,3,0.0,138.2205,302,3
2016-08-16,2016-08-17,First Class,Consumer,United States,Tennessee,South,Furniture,Furnishings,375.2641,6,0.0,29.0294,956,1
2014-05-14,2014-05-15,Same Day,Home Office,United States,California,West,Furniture,Chairs,73.9196,5,0.0,47.6725,131,1
2014-12-28,2015-01-01,First Class,Consumer,United States,Virginia,South,Furniture,Bookcases,24.4803,5,0.2,268.3002,359,4
2016-03-15,2016-03-19,First Class,Corporate,United States,New Jersey,East,Office Supplies,Binders,74.2626,5,0.0,20.0674,802,4
2015-01-23,2015-01-24,First Class,Corporate,United States,Florida,South,Furniture,Bookcases,136.2654,2,0.0,-8.5971,385,1
2015-12-13,2015-12-14,First Class,Consumer,United States,Florida,South,Furniture,Furnishings,30.9874,7,0.0,3.8553,709,1
2015-02-21,2015-02-25,Standard Class,Home Office,United States,Texas,Central,Furniture,Chairs,220.483,2,0.0,451.6489,414,4
2015-08-05,2015-08-06,Second Class,Consumer,United States,California,West,Furniture,Bookcases,30.9452,2,0.0,73.7397,579,1
2014-11-15,2014-11-19,First Class,Consumer,United States,Wisconsin,Central,Office Supplies,Binders,91.3524,2,0.2,212.6041,316,4
2015-11-19,2015-11-20,Same Day,Home Office,United States,Delaware,East,Furniture,Chairs,243.1235,5,0.0,101.4594,685,1
2016-02-03,2016-02-04,Second Class,Corporate,United States,California,West,Office Supplies,Binders,73.252,10,0.2,90.9745,761,1
2016-10-19,2016-10-22,Standard Class,Home Office,United States,California,West,Office Supplies,Storage,0.836,5,0.2,52.0388,1020,3
2014-08-19,2014-08-22,Standard Class,Consumer,United States,California,West,Office Supplies,Labels,18.152,2,0.0,130.6894,228,3
2016-01-21,2016-01-27,Standard Class,Home Office,United States,Michigan,Central,Office Supplies,Binders,73.8458,7,0.0,107.0831,748,6
2015-04-09,2015-04-13,Standard Class,Consumer,United States,Tennessee,South,Office Supplies,Supplies,86.1494,2,0.2,354.4908,461,4
2016-09-25,2016-09-29,First Class,Consumer,United States,Rhode Island,East,Technology,Phones,2398.57,4,0.0,261.0235,996,4
2016-08-26,2016-08-29,First Class,Consumer,United States,Arizona,West,Office Supplies,Binders,83.6173,2,0.0,156.2653,966,3
2016-09-06,2016-09-11,Second Class,Consumer,United States,Vermont,East,Office Supplies,Paper,65.0411,9,0.0,9.0722,977,5
2014-10-29,2014-11-01,Standard Class,Consumer,United States,Pennsylvania,East,Technology,Accessories,5.1471,7,0.0,492.1571,299,3
2016-03-11,2016-03-15,First Class,Consumer,United States,Virginia,South,Technology,Phones,86.4347,7,0.0,253.4591,798,4
2015-01-08,2015-01-14,Standard Class,Corporate,United States,Michigan,Central,Office Supplies,Art,75.9313,5,0.0,5.8801,370,6
2015-01-03,2015-01-06,Standard Class,Consumer,United States,California,West,Technology,Phones,197.8937,6,0.0,6.1583,365,3
2015-02-14,2015-02-18,First Class,Home Office,United States,Pennsylvania,East,Office Supplies,Storage,61.4818,2,0.0,28.5854,407,4
2015-10-12,2015-10-16,First Class,Corporate,United States,Ohio,East,Furniture,Furnishings,51.8543,2,0.0,168.0799,647,4
2015-01-29,2015-02-04,Standard Class,Corporate,United States,North Carolina,South,Technology,Phones,49.2322,2,0.0,23.1555,391,6
2015-02-21,2015-02-25,First Class,Home Office,United States,New York,East,Technology,Accessories,55.7344,2,0.0,42.3049,414,4
2015-09-30,2015-10-02,Second Class,Consumer,United States,California,West,Technology,Accessories,70.9214,5,0.0,3.6764,635,2
2015-01-16,2015-01-22,Standard Class,Home Office,United States,South Carolina,South,Office Supplies,Paper,38.0435,1,0.0,942.4565,378,6
2016-12-01,2016-12-06,Standard Class,Home Office,United States,Texas,Central,Technology,Accessories,105.5815,4,0.0,37.9307,1063,5
2016-01-13,2016-01-19,Standard Class,Consumer,United States,Florida,South,Furniture,Chairs,101.5425,2,0.0,27.3256,740,6
2016-12-31,2017-01-05,Standard Class,Corporate,United States,Michigan,Central,Office Supplies,Storage,21.6549,5,0.0,566.9307,1093,5
2016-07-10,2016-07-11,First Class,Home Office,United States,Ohio,East,Office Supplies,Storage,41.6202,2,0.0,-24.4535,919,1
2014-11-09,2014-11-14,Standard Class,Consumer,United States,Ohio,East,Office Supplies,Appliances,81.36,8,0.0,6.64,310,5
2015-01-29,2015-02-01,Standard Class,Home Office,United States,California,West,Technology,Machines,14.3647,2,0.0,-33.8223,391,3
2016-03-19,2016-03-26,Standard Class,Home Office,United States,Missouri,Central,Office Supplies,Storage,2145.4913,1,0.2,58.7184,806,7
2016-10-04,2016-10-09,Standard Class,Corporate,United States,New York,East,Office Supplies,Appliances,88.9417,2,0.0,-34.1827,1005,5
2016-09-29,2016-10-04,Standard Class,Consumer,United States,Florida,South,Furniture,Bookcases,68.3312,6,0.0,26.1436,1000,5
2015-04-07,2015-04-11,First Class,Consumer,United States,California,West,Office Supplies,Storage,311.7646,7,0.4,94.3365,459,4
2016-02-20,2016-02-25,Second Class,Home Office,United States,South Dakota,Central,Office Supplies,Art,37.576,2,0.0,68.8807,778,5
2016-04-27,2016-05-03,Standard Class,Home Office,United States,Virginia,South,Office Supplies,Binders,1512.9681,8,0.2,282.5239,845,6
2014-09-04,2014-09-07,Standard Class,Corporate,United States,Florida,South,Office Supplies,Supplies,67.0578,2,0.0,19.4065,244,3
2016-02-14,2016-02-20,Standard Class,Corporate,United States,California,West,Furniture,Furnishings,28.8581,2,0.0,-3.0985,772,6
2016-08-18,2016-08-21,First Class,Corporate,United States,New York,East,Office Supplies,Paper,42.7872,6,0.0,13.2958,958,3
2016-12-31,2017-01-03,First Class,Consumer,United States,Tennessee,South,Furniture,Furnishings,20.0668,7,0.0,-9.9909,1093,3
2016-04-10,2016-04-15,Standard Class,Consumer,United States,Florida,South,Furniture,Furnishings,1780.0515,3,0.0,376.7681,828,5
2015-05-04,2015-05-09,Second Class,Home Office,United States,Texas,Central,Office Supplies,Supplies,66.5945,6,0.0,78.8858,486,5
2016-02-26,2016-02-27,Same Day,Consumer,United States,Rhode Island,East,Office Supplies,Paper,516.138,2,0.0,66.8052,784,1
2016-01-23,2016-01-29,Standard Class,Corporate,United States,Pennsylvania,East,Office Supplies,Envelopes,21.858,2,0.0,22.5487,750,6
2016-09-28,2016-10-01,First Class,Consumer,United States,Texas,Central,Technology,Copiers,99.9188,1,0.0,2166.6695,999,3
2016-04-11,2016-04-14,Standard Class,Home Office,United States,Michigan,Central,Technology,Phones,1142.6561,2,0.2,152.8773,829,3
2016-03-25,2016-03-31,Standard Class,Consumer,United States,Georgia,South,Office Supplies,Paper,55.6843,5,0.2,63.3686,812,6
2014-12-26,2014-12-30,Standard Class,Consumer,United States,Florida,South,Furniture,Furnishings,32.6015,5,0.0,361.3397,357,4
2015-02-21,2015-02-22,Second Class,Consumer,United States,Alabama,South,Office Supplies,Binders,96.6242,2,0.2,23.1354,414,1
2016-09-29,2016-10-05,Standard Class,Corporate,United States,Arizona,West,Office Supplies,Appliances,43.3995,4,0.0,36.5236,1000,6
2015-02-27,2015-03-02,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,1272.9187,2,0.0,26.4196,420,3
2015-12-01,2015-12-02,Same Day,Corporate,United States,New York,East,Office Supplies,Binders,36.6285,2,0.0,21.8484,697,1
2014-08-10,2014-08-13,Standard Class,Consumer,United States,California,West,Office Supplies,Storage,55.8289,2,0.0,4.9854,219,3
2014-09-21,2014-09-25,Second Class,Corporate,United States,Utah,West,Office Supplies,Paper,22.8369,3,0.0,215.6676,261,4
2016-04-23,2016-04-26,Standard Class,Consumer,United States,New York,East,Office Supplies,Labels,90.5169,2,0.2,28.9169,841,3
2015-05-24,2015-05-28,Standard Class,Home Office,United States,New York,East,Technology,Copiers,102.224,2,0.0,10.7924,506,4
2014-10-07,2014-10-08,Same Day,Consumer,United States,Washington,West,Office Supplies,Binders,102.1726,4,0.0,140.5179,277,1
2014-09-24,2014-09-25,Same Day,Consumer,United States,Pennsylvania,East,Technology,Accessories,492.6475,2,0.0,111.4536,264,1
2014-05-10,2014-05-11,Same Day,Home Office,United States,California,West,Furniture,Furnishings,40.5764,2,0.0,26.1977,127,1
2015-05-18,2015-05-21,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Appliances,79.7939,3,0.0,49.2672,500,3
2015-01-21,2015-01-24,First Class,Consumer,United States,North Carolina,South,Furniture,Furnishings,179.7398,5,0.0,32.0951,383,3
2014-11-26,2014-12-01,Second Class,Home Office,United States,California,West,Furniture,Furnishings,82.5135,5,0.2,54.6269,327,5
2016-12-31,2017-01-02,First Class,Corporate,United States,Virginia,South,Furniture,Chairs,96.6741,2,0.0,74.146,1093,2
2016-12-09,2016-12-12,Standard Class,Corporate,United States,Arizona,West,Office Supplies,Art,101.9917,4,0.0,295.1465,1071,3
2016-02-29,2016-03-04,Standard Class,Home Office,United States,Wisconsin,Central,Furniture,Bookcases,480.9399,2,0.0,62.4569,787,4
2016-12-31,2017-01-05,Second Class,Consumer,United States,California,West,Technology,Phones,64.9042,2,0.0,14.136,1093,5
2015-02-16,2015-02-23,Standard Class,Corporate,United States,New Jersey,East,Furniture,Chairs,89.548,5,0.0,23.5819,409,7
2016-06-27,2016-07-02,Second Class,Corporate,United States,Utah,West,Furniture,Furnishings,51.2933,2,0.0,117.6386,906,5
2014-12-18,2014-12-21,Standard Class,Corporate,United States,Texas,Central,Office Supplies,Binders,6.6866,5,0.0,94.6468,349,3
2016-02-24,2016-02-27,Standard Class,Home Office,United States,Alabama,South,Office Supplies,Appliances,86.1764,2,0.0,293.4046,782,3
2016-12-31,2017-01-03,Standard Class,Home Office,United States,Mississippi,South,Office Supplies,Binders,86.4829,4,0.0,-7.3715,1093,3
2015-03-20,2015-03-24,Standard Class,Corporate,United States,New York,East,Technology,Phones,223.8349,7,0.0,67.5767,441,4
2014-11-21,2014-11-24,Standard Class,Corporate,United States,Texas,Central,Office Supplies,Paper,63.4338,3,0.0,23.6153,322,3
2016-12-31,2017-01-03,First Class,Home Office,United States,Montana,West,Technology,Phones,60.2258,2,0.2,194.8307,1093,3
2016-12-31,2017-01-04,Standard Class,Corporate,United States,New Jersey,East,Office Supplies,Storage,658.0325,3,0.0,363.9906,1093,4
2016-12-31,2017-01-01,Second Class,Consumer,United States,California,West,Office Supplies,Paper,732.4081,2,0.0,257.738,1093,1
2016-08-16,2016-08-20,Standard Class,Home Office,United States,Pennsylvania,East,Technology,Accessories,74.4323,5,0.3,96.5741,956,4
2016-12-31,2017-01-01,First Class,Corporate,United States,Virginia,South,Furniture,Chairs,38.1035,7,0.0,45.5141,1093,1
2015-11-13,2015-11-18,Second Class,Home Office,United States,Michigan,Central,Furniture,Furnishings,2008.686,5,0.0,132.9895,679,5
2015-03-01,2015-03-05,Second Class,Home Office,United States,Texas,Central,Furniture,Bookcases,56.9668,5,0.0,166.289,422,4
2015-07-25,2015-07-28,Second Class,Home Office,United States,Pennsylvania,East,Office Supplies,Storage,58.8216,5,0.0,14.1132,568,3
2016-04-28,2016-04-29,Second Class,Consumer,United States,Florida,South,Furniture,Furnishings,62.4383,2,0.0,36.2262,846,1
2015-11-20,2015-11-23,Standard Class,Consumer,United States,Texas,Central,Furniture,Bookcases,289.7072,2,0.0,18.0801,686,3
2014-09-21,2014-09-25,Standard Class,Consumer,United States,Pennsylvania,East,Office Supplies,Paper,88.1518,6,0.0,-1.9591,261,4
2016-06-24,2016-06-25,Same Day,Consumer,United States,New York,East,Office Supplies,Paper,51.6338,5,0.0,293.7256,903,1
2015-03-18,2015-03-22,Second Class,Home Office,United States,California,West,Technology,Phones,240.3621,5,0.0,75.8078,439,4
2014-08-19,2014-08-20,Second Class,Consumer,United States,New York,East,Office Supplies,Paper,86.2755,2,0.0,73.829,228,1
2016-12-31,2017-01-02,First Class,Corporate,United States,Oregon,West,Office Supplies,Storage,28.3266,5,0.0,11.9006,1093,2
2014-12-24,2014-12-27,Standard Class,Consumer,United States,Delaware,East,Furniture,Furnishings,78.3239,7,0.0,274.2634,355,3
2014-07-10,2014-07-13,Standard Class,Corporate,United States,California,West,Office Supplies,Storage,79.6476,3,0.2,10.2489,188,3
2015-04-08,2015-04-12,Standard Class,Consumer,United States,Delaware,East,Technology,Phones,78.6173,2,0.0,19.8535,460,4
2014-05-21,2014-05-22,Same Day,Consumer,United States,Colorado,West,Office Supplies,Paper,69.4461,2,0.0,169.324,138,1
2016-10-30,2016-11-03,First Class,Corporate,United States,Idaho,West,Technology,Accessories,51.0227,7,0.0,301.2616,1031,4
2016-11-24,2016-11-30,Standard Class,Consumer,United States,California,West,Office Supplies,Binders,36.414,3,0.2,-109.4978,1056,6
2016-08-20,2016-08-23,Standard Class,Home Office,United States,New York,East,Furniture,Chairs,65.972,2,0.2,-2.7059,960,3
2014-11-15,2014-11-18,Standard Class,Home Office,United States,California,West,Technology,Phones,46.678,2,0.0,200.4642,316,3
2015-08-11,2015-08-14,Standard Class,Home Office,United States,California,West,Technology,Phones,20.2767,2,0.0,36.5544,585,3
2015-12-30,2016-01-02,Standard Class,Corporate,United States,Virginia,South,Office Supplies,Supplies,280.6721,2,0.0,134.1731,726,3
2016-12-31,2017-01-05,Second Class,Consumer,United States,District of Columbia,East,Furniture,Tables,98.9449,7,0.0,26.2055,1093,5
2016-05-12,2016-05-17,Standard Class,Consumer,United States,Florida,South,Furniture,Chairs,2144.5825,8,0.0,-2.5962,860,5
2016-05-02,2016-05-07,Standard Class,Corporate,United States,Maine,East,Office Supplies,Binders,0.836,2,0.0,15.0126,850,5
2014-11-16,2014-11-22,Standard Class,Corporate,United States,Michigan,Central,Office Supplies,Art,347.4508,2,0.0,25.8658,317,6
2016-07-26,2016-07-31,Second Class,Home Office,United States,Alabama,South,Furniture,Chairs,39.407,6,0.0,976.4863,935,5
2015-05-13,2015-05-16,Standard Class,Home Office,United States,Pennsylvania,East,Office Supplies,Envelopes,38.5317,3,0.2,93.7815,495,3
2016-02-27,2016-02-29,First Class,Consumer,United States,Ohio,East,Technology,Phones,518.8845,9,0.0,26.9599,785,2
2015-06-02,2015-06-06,Second Class,Corporate,United States,Tennessee,South,Office Supplies,Art,77.4871,2,0.0,383.7521,515,4
2016-01-06,2016-01-09,First Class,Home Office,United States,Washington,West,Furniture,Bookcases,91.0802,5,0.0,5.1693,733,3
2014-12-16,2014-12-19,Standard Class,Home Office,United States,California,West,Office Supplies,Appliances,71.0007,5,0.0,23.9002,347,3
2016-12-08,2016-12-14,Standard Class,Consumer,United States,New Jersey,East,Technology,Accessories,99.8672,2,0.0,26.3192,1070,6
2016-12-31,2017-01-04,First Class,Corporate,United States,New York,East,Furniture,Bookcases,309.1428,2,0.0,27.938,1093,4
2016-04-06,2016-04-12,Standard Class,Consumer,United States,Colorado,West,Technology,Phones,75.8412,2,0.0,65.6338,824,6
2016-11-22,2016-11-24,First Class,Consumer,United States,New York,East,Furniture,Chairs,73.1099,5,0.2,7.7973,1054,2
2015-01-06,2015-01-10,Standard Class,Consumer,United States,New Hampshire,East,Office Supplies,Fasteners,98.5249,5,0.0,43.1455,368,4
2015-04-14,2015-04-18,Standard Class,Corporate,United States,Maryland,East,Technology,Phones,52.1296,2,0.0,108.3234,466,4
2014-11-14,2014-11-15,Second Class,Home Office,United States,Idaho,West,Technology,Phones,43.8481,5,0.2,36.715,315,1
2016-12-31,2017-01-06,Standard Class,Consumer,United States,Virginia,South,Furniture,Tables,71.3724,2,0.7,233.7427,1093,6
2016-08-03,2016-08-09,Standard Class,Home Office,United States,California,West,Office Supplies,Paper,181.186,8,0.0,95.1295,943,6
2016-09-12,2016-09-16,Standard Class,Corporate,United States,Arizona,West,Office Supplies,Paper,4494.5137,2,0.8,-16.8355,983,4
2014-12-29,2015-01-02,Standard Class,Corporate,United States,New York,East,Office Supplies,Binders,56.9412,6,0.32,344.6026,360,4
2015-03-22,2015-03-27,Standard Class,Consumer,United States,New Jersey,East,Technology,Accessories,265.3036,5,0.2,25.9678,443,5
2015-04-12,2015-04-15,Standard Class,Home Office,United States,Texas,Central,Office Supplies,Art,43.7563,2,0.0,62.6006,464,3
2015-10-17,2015-10-20,Standard Class,Consumer,United States,Michigan,Central,Office Supplies,Appliances,81.7546,2,0.0,5.7429,652,3
2016-01-22,2016-01-23,Same Day,Corporate,United States,New York,East,Office Supplies,Envelopes,18.2243,5,0.0,136.7185,749,1
2015-05-24,2015-05-27,Standard Class,Home Office,United States,Pennsylvania,East,Office Supplies,Binders,2102.0289,2,0.0,11.4389,506,3
2014-07-30,2014-08-03,First Class,Corporate,United States,California,West,Technology,Phones,92.763,2,0.2,29.1531,208,4
2015-05-28,2015-06-01,Second Class,Consumer,United States,Pennsylvania,East,Office Supplies,Storage,69.4545,8,0.0,13.8166,510,4
2016-07-01,2016-07-02,Same Day,Corporate,United States,Iowa,Central,Furniture,Tables,140.5664,6,0.2,144.5671,910,1
2015-03-12,2015-03-15,Second Class,Corporate,United States,Massachusetts,East,Office Supplies,Binders,196.0164,6,0.8,-522.0205,433,3
2016-07-08,2016-07-10,First Class,Consumer,United States,Iowa,Central,Office Supplies,Art,63.4634,2,0.0,204.5134,917,2
2016-12-31,2017-01-03,Standard Class,Consumer,United States,New York,East,Furniture,Furnishings,273.0209,8,0.0,122.7068,1093,3
2016-01-10,2016-01-15,Standard Class,Corporate,United States,Ohio,East,Technology,Phones,35.0111,2,0.0,-5.8729,737,5
2015-02-24,2015-02-28,Second Class,Home Office,United States,Colorado,West,Technology,Phones,81.2246,2,0.0,-167.3216,417,4
2015-07-27,2015-07-28,Same Day,Corporate,United States,New York,East,Technology,Phones,33.3933,4,0.0,67.9427,570,1
2016-01-07,2016-01-13,Standard Class,Corporate,United States,New Jersey,East,Office Supplies,Binders,75.5693,6,0.0,4.4012,734,6
2014-06-21,2014-06-22,Same Day,Corporate,United States,Massachusetts,East,Office Supplies,Binders,87.6795,3,0.0,52.5339,169,1
2015-11-16,2015-11-20,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,61.7034,2,0.0,295.2764,682,4
2015-09-02,2015-09-06,First Class,Consumer,United States,Pennsylvania,East,Office Supplies,Storage,623.6397,3,0.0,130.1835,607,4
2015-04-24,2015-04-25,Same Day,Corporate,United States,New York,East,Technology,Phones,4337.904,2,0.0,6.8015,476,1
2015-03-17,2015-03-20,Standard Class,Home Office,United States,California,West,Office Supplies,Fasteners,47.0149,2,0.0,105.7741,438,3
2015-04-27,2015-04-30,Second Class,Consumer,United States,Florida,South,Office Supplies,Appliances,106.9343,3,0.0,115.5683,479,3
2016-12-31,2017-01-03,Standard Class,Consumer,United States,Arizona,West,Office Supplies,Paper,288.4969,2,0.0,82.2181,1093,3
2016-04-22,2016-04-23,Same Day,Corporate,United States,Ohio,East,Office Supplies,Labels,86.7073,2,0.0,27.8687,840,1
2016-04-20,2016-04-26,Standard Class,Consumer,United States,Ohio,East,Office Supplies,Labels,274.8678,2,0.0,4.3412,838,6
2014-12-01,2014-12-02,Second Class,Home Office,United States,Texas,Central,Technology,Accessories,39.1255,7,0.0,89.2206,332,1
2015-08-03,2015-08-06,Standard Class,Consumer,United States,Michigan,Central,Technology,Accessories,90.1604,3,0.2,501.4999,577,3
2015-04-24,2015-04-27,Standard Class,Consumer,United States,Mississippi,South,Furniture,Furnishings,500.8347,6,0.0,3.9456,476,3
2015-09-09,2015-09-10,Same Day,Corporate,United States,California,West,Office Supplies,Binders,35.7159,4,0.0,400.7519,614,1
2014-11-24,2014-11-27,Standard Class,Home Office,United States,New York,East,Technology,Accessories,256.8409,5,0.0,31.8512,325,3
2015-09-08,2015-09-13,Standard Class,Consumer,United States,Georgia,South,Office Supplies,Storage,73.9758,1,0.2,184.3979,613,5
2015-04-27,2015-05-01,Second Class,Corporate,United States,Alabama,South,Office Supplies,Envelopes,70.4408,5,0.0,76.904,479,4
2014-11-08,2014-11-13,Second Class,Corporate,United States,California,West,Office Supplies,Supplies,49.6969,5,0.0,6.1569,309,5
2015-03-01,2015-03-07,Standard Class,Consumer,United States,Texas,Central,Furniture,Chairs,46.6131,5,0.7,18.4914,422,6
2016-12-31,2017-01-03,Standard Class,Home Office,United States,Kentucky,South,Technology,Accessories,83.3626,1,0.0,506.3712,1093,3
2015-01-08,2015-01-15,Standard Class,Consumer,United States,New Jersey,East,Office Supplies,Binders,51.996,2,0.0,45.1423,370,7
2016-07-02,2016-07-07,Second Class,Consumer,United States,California,West,Technology,Phones,47.4893,4,0.0,1799.12,911,5
2016-10-23,2016-10-27,First Class,Home Office,United States,California,West,Technology,Accessories,48.914,5,0.0,23.8768,1024,4
2014-09-10,2014-09-15,Standard Class,Corporate,United States,Arizona,West,Technology,Phones,44.7618,2,0.2,24.4835,250,5
2016-03-06,2016-03-09,Standard Class,Consumer,United States,New York,East,Office Supplies,Paper,64.7489,5,0.0,25.9835,793,3
2016-04-28,2016-05-03,Standard Class,Consumer,United States,California,West,Office Supplies,Fasteners,97.1701,2,0.0,156.1307,846,5
2015-12-04,2015-12-05,Same Day,Home Office,United States,Arizona,West,Office Supplies,Storage,215.6164,6,0.0,19.3223,700,1
2016-07-27,2016-07-30,Standard Class,Consumer,United States,California,West,Furniture,Tables,100.6966,2,0.2,200.0869,936,3
2016-08-01,2016-08-04,Second Class,Consumer,United States,California,West,Technology,Accessories,70.2302,2,0.0,21.8072,941,3
2015-11-09,2015-11-10,Second Class,Corporate,United States,Arizona,West,Technology,Phones,60.8233,2,0.0,352.2623,675,1
2016-12-31,2017-01-03,Standard Class,Consumer,United States,New York,East,Office Supplies,Paper,79.6107,6,0.0,19.115,1093,3
2015-01-04,2015-01-08,First Class,Consumer,United States,New York,East,Furniture,Furnishings,16.5689,2,0.0,34.3386,366,4
2016-12-31,2017-01-03,Standard Class,Consumer,United States,Virginia,South,Office Supplies,Paper,284.4395,5,0.5,57.0192,1093,3
2016-05-25,2016-05-28,First Class,Corporate,United States,Pennsylvania,East,Office Supplies,Binders,65.4866,5,0.8,309.2343,873,3
2016-12-31,2017-01-01,Second Class,Consumer,United States,California,West,Technology,Phones,83.1857,3,0.0,108.803,1093,1
2014-06-03,2014-06-06,Second Class,Corporate,United States,New York,East,Office Supplies,Paper,92.7889,6,0.0,22.2731,151,3
2016-03-28,2016-03-31,Standard Class,Corporate,United States,Montana,West,Office Supplies,Paper,94.7287,8,0.0,47.579,815,3
